"";"spp";"parc";"dap"
"1227";"Eugenia lambertiana";"FSN_Plot_072";0,062101911
"1228";"Siparuna guianensis";"FSN_Plot_072";0,03343949
"1229";"Siparuna guianensis";"FSN_Plot_072";0,060509554
"1230";"Cecropia hololeuca";"FSN_Plot_072";0,25477707
"1231";"Marlierea excoriata";"FSN_Plot_072";0,063694268
"1232";"Annona cacans";"FSN_Plot_072";0,103503185
"1233";"Phyllostemonodaphne geminiflora";"FSN_Plot_072";0,121280726
"1234";"Myrcia splendens";"FSN_Plot_072";0,038216561
"1235";"Siparuna guianensis";"FSN_Plot_072";0,044585987
"1236";"Aniba firmula";"FSN_Plot_072";0,127388535
"1237";"Protium heptaphyllum";"FSN_Plot_072";0,039808917
"1238";"Pseudopiptadenia contorta";"FSN_Plot_072";0,058917197
"1239";"Bathysa nicholsonii";"FSN_Plot_072";0,047770701
"1240";"Maprounea guianensis";"FSN_Plot_072";0,065286624
"1241";"Psychotria carthagenensis";"FSN_Plot_072";0,143312102
"1242";"Pouteria caimito";"FSN_Plot_072";0,093949045
"1243";"Aniba firmula";"FSN_Plot_073";0,053004194
"1244";"Euterpe edulis";"FSN_Plot_073";0,078025478
"1245";"Siparuna guianensis";"FSN_Plot_073";0,052547771
"1246";"Inga capitata";"FSN_Plot_073";0,041675963
"1247";"Tapirira obtusa";"FSN_Plot_073";0,042993631
"1248";"Brosimum guianense";"FSN_Plot_073";0,092356688
"1249";"Ocotea odorifera";"FSN_Plot_073";0,047770701
"1250";"Kielmeyera albopunctata";"FSN_Plot_073";0,049363057
"1251";"Sorocea bonplandii";"FSN_Plot_073";0,079617834
"1252";"Brosimum guianense";"FSN_Plot_073";0,125796178
"1253";"Inga capitata";"FSN_Plot_073";0,124203822
"1254";"Bathysa";"FSN_Plot_073";0,159235669
"1255";"Ocotea";"FSN_Plot_073";0,049363057
"1256";"Helicostylis tomentosa";"FSN_Plot_073";0,353503185
"1257";"Heisteria silvianii";"FSN_Plot_073";0,036624204
"1258";"Bathysa nicholsonii";"FSN_Plot_073";0,113090961
"1259";"Eugenia florida";"FSN_Plot_073";0,044585987
"1260";"Guatteria australis";"FSN_Plot_073";0,092356688
"1261";"Tovomita glazioviana";"FSN_Plot_073";0,050955414
"1262";"Myrcia pubipetala";"FSN_Plot_073";0,070063694
"1263";"Myrcia laxiflora";"FSN_Plot_074";0,039808917
"1264";"Siparuna guianensis";"FSN_Plot_074";0,044585987
"1265";"Lacistema pubescens";"FSN_Plot_074";0,062101911
"1266";"Eugenia lambertiana";"FSN_Plot_074";0,052547771
"1267";"Siparuna guianensis";"FSN_Plot_074";0,039808917
"1268";"Casearia ulmifolia";"FSN_Plot_074";0,070063694
"1269";"Tovomita glazioviana";"FSN_Plot_074";0,255512474
"1270";"Myrciaria floribunda";"FSN_Plot_074";0,044585987
"1271";"Inga capitata";"FSN_Plot_074";0,052547771
"1272";"Helicostylis tomentosa";"FSN_Plot_074";0,087579618
"1273";"Ocotea silvestris";"FSN_Plot_074";0,039808917
"1274";"Guarea pendula";"FSN_Plot_074";0,041401274
"1275";"Helicostylis tomentosa";"FSN_Plot_074";0,063694268
"1276";"Casearia ulmifolia";"FSN_Plot_074";0,159235669
"1277";"Tapirira guianensis";"FSN_Plot_074";0,039808917
"1278";"Tapirira obtusa";"FSN_Plot_074";0,054140127
"1279";"Inga vera";"FSN_Plot_074";0,108280255
"1280";"Casearia ulmifolia";"FSN_Plot_074";0,074840764
"1281";"Virola gardneri";"FSN_Plot_074";0,684713376
"1282";"Siparuna guianensis";"FSN_Plot_074";0,081210191
"1283";"Pseudopiptadenia contorta";"FSN_Plot_075";0,197452229
"1284";"Apuleia leiocarpa";"FSN_Plot_075";0,049363057
"1285";"Trichilia glabra";"FSN_Plot_075";0,041401274
"1286";"Trichilia catigua";"FSN_Plot_075";0,106687898
"1287";"Lacistema pubescens";"FSN_Plot_075";0,192675159
"1288";"Siparuna guianensis";"FSN_Plot_075";0,052547771
"1289";"Siparuna guianensis";"FSN_Plot_075";0,042993631
"1290";"Siparuna guianensis";"FSN_Plot_075";0,073248408
"1291";"Ocotea corymbosa";"FSN_Plot_075";0,117834395
"1292";"Helicostylis tomentosa";"FSN_Plot_075";0,101910828
"1293";"Pourouma guianensis";"FSN_Plot_075";0,089171975
"1294";"Trichilia glabra";"FSN_Plot_075";0,071656051
"1295";"Tovomitopsis saldanhae";"FSN_Plot_075";0,044585987
"1296";"Urbanodendron verrucosum";"FSN_Plot_075";0,062101911
"1297";"Brosimum guianense";"FSN_Plot_075";0,101910828
"1298";"Siparuna guianensis";"FSN_Plot_075";0,073248408
"1299";"Tapirira obtusa";"FSN_Plot_075";0,070063694
"1300";"Copaifera langsdorffii";"FSN_Plot_075";0,073248408
"1301";"Sorocea hilariana";"FSN_Plot_075";0,14546333
"1302";"Maytenus robusta";"FSN_Plot_075";0,097133758
"1303";"Carpotroche brasiliensis";"FSN_Plot_075";0,050955414
"1304";"Virola bicuhyba";"FSN_Plot_075";0,070063694
"1305";"Tetrastylidium grandifolium";"FSN_Plot_075";0,089171975
"1306";"Psidium oblongatum";"FSN_Plot_075";0,050955414
"1307";"Eugenia lambertiana";"FSN_Plot_075";0,041401274
"1308";"Euterpe edulis";"FSN_Plot_075";0,041401274
"1309";"Chrysophyllum lucentifolium";"FSN_Plot_075";0,146496815
"1310";"Trichilia catigua";"FSN_Plot_075";0,087579618
"1311";"Hortia brasiliana";"FSN_Plot_075";0,098726115
"1312";"Eriotheca candolleana";"FSN_Plot_075";0,23566879
"1313";"Marlierea teuscheriana";"FSN_Plot_075";0,039808917
"1314";"Ocotea silvestris";"FSN_Plot_076";0,146496815
"1315";"Sorocea hilariana";"FSN_Plot_076";0,207874222
"1316";"Sorocea bonplandii";"FSN_Plot_076";0,111464968
"1317";"Lonchocarpus cultratus";"FSN_Plot_076";0,280254777
"1318";"Brosimum guianense";"FSN_Plot_076";0,049363057
"1319";"Bathysa";"FSN_Plot_076";0,035031847
"1320";"Nectandra lanceolata";"FSN_Plot_076";0,207006369
"1321";"Ocotea corymbosa";"FSN_Plot_076";0,042993631
"1322";"Pseudopiptadenia contorta";"FSN_Plot_076";0,047770701
"1323";"Alchornea glandulosa";"FSN_Plot_076";0,074840764
"1324";"Bathysa nicholsonii";"FSN_Plot_076";0,035031847
"1325";"Siparuna guianensis";"FSN_Plot_076";0,058917197
"1326";"Psychotria nuda";"FSN_Plot_076";0,057014375
"1327";"Marlierea teuscheriana";"FSN_Plot_076";0,036624204
"1328";"Bathysa nicholsonii";"FSN_Plot_076";0,070063694
"1329";"Euterpe edulis";"FSN_Plot_076";0,117834395
"1330";"Siparuna guianensis";"FSN_Plot_076";0,046178344
"1331";"Protium warmingiana";"FSN_Plot_076";0,046178344
"1332";"Eriotheca candolleana";"FSN_Plot_076";0,326433121
"1333";"Pourouma guianensis";"FSN_Plot_076";0,103503185
"1334";"Alseis floribunda";"FSN_Plot_076";0,062101911
"1335";"Siparuna guianensis";"FSN_Plot_076";0,049363057
"1336";"Marlierea teuscheriana";"FSN_Plot_077";0,055732484
"1337";"Siparuna guianensis";"FSN_Plot_077";0,036624204
"1338";"Euterpe edulis";"FSN_Plot_077";0,119426752
"1339";"Casearia gossypiosperma";"FSN_Plot_077";0,114649682
"1340";"Astronium graveolens";"FSN_Plot_077";0,041401274
"1341";"Euterpe edulis";"FSN_Plot_077";0,100318471
"1342";"Brosimum guianense";"FSN_Plot_077";0,054140127
"1343";"Bathysa nicholsonii";"FSN_Plot_077";0,116242038
"1344";"Coussapoa microcarpa";"FSN_Plot_077";0,211783439
"1345";"Cestrum";"FSN_Plot_077";0,058917197
"1346";"Piper arboreum";"FSN_Plot_078";0,041401274
"1347";"Piper arboreum";"FSN_Plot_078";0,042993631
"1348";"Euterpe edulis";"FSN_Plot_078";0,146496815
"1349";"Marlierea teuscheriana";"FSN_Plot_078";0,073248408
"1350";"Virola gardneri";"FSN_Plot_078";0,031847134
"1351";"Siparuna guianensis";"FSN_Plot_078";0,101910828
"1352";"Guatteria australis";"FSN_Plot_078";0,052547771
"1353";"Helicostylis tomentosa";"FSN_Plot_078";0,157643312
"1354";"Euterpe edulis";"FSN_Plot_078";0,109872611
"1355";"Casearia ulmifolia";"FSN_Plot_078";0,089171975
"1356";"Casearia ulmifolia";"FSN_Plot_078";0,039808917
"1357";"Phyllostemonodaphne geminiflora";"FSN_Plot_078";0,073248408
"1358";"Neomitranthes";"FSN_Plot_078";0,207006369
"1359";"Apuleia leiocarpa";"FSN_Plot_078";0,052547771
"1360";"Protium warmingiana";"FSN_Plot_078";0,21656051
"1361";"Aparisthmium cordatum";"FSN_Plot_078";0,035031847
"1362";"Schefflera morototoni";"FSN_Plot_078";0,055732484
"1363";"Phyllostemonodaphne geminiflora";"FSN_Plot_078";0,082848468
"1364";"Myrcia laxiflora";"FSN_Plot_078";0,036624204
"1365";"Inga capitata";"FSN_Plot_079";0,057324841
"1366";"Siparuna guianensis";"FSN_Plot_079";0,046178344
"1367";"Protium warmingiana";"FSN_Plot_079";0,146496815
"1368";"Siparuna guianensis";"FSN_Plot_079";0,057324841
"1369";"Guatteria australis";"FSN_Plot_079";0,140127389
"1370";"Macrothumia kuhlmannii";"FSN_Plot_079";0,385350318
"1371";"Neomitranthes";"FSN_Plot_079";0,054140127
"1372";"Urbanodendron verrucosum";"FSN_Plot_079";0,084394904
"1373";"Euphorbiaceae";"FSN_Plot_079";0,042993631
"1374";"Siparuna guianensis";"FSN_Plot_079";0,054140127
"1375";"Tetrastylidium grandifolium";"FSN_Plot_079";0,143312102
"1376";"Marlierea excoriata";"FSN_Plot_079";0,066878981
"1377";"Guapira opposita";"FSN_Plot_079";0,111464968
"1378";"Sorocea bonplandii";"FSN_Plot_079";0,032484076
"1379";"Pouteria caimito";"FSN_Plot_079";0,055732484
"1380";"Fabaceae";"FSN_Plot_079";0,441082803
"1381";"Protium heptaphyllum";"FSN_Plot_079";0,078025478
"1382";"";"FSN_Plot_079";0,093949045
"1383";"Guatteria australis";"FSN_Plot_079";0,042993631
"1384";"Apuleia leiocarpa";"FSN_Plot_080";0,038216561
"1385";"Eriotheca candolleana";"FSN_Plot_080";0,157643312
"1386";"Tabernaemontana fuchsiaefolia";"FSN_Plot_080";0,178343949
"1387";"Tovomita glazioviana";"FSN_Plot_080";0,044585987
"1388";"Eugenia lambertiana";"FSN_Plot_080";0,054140127
"1389";"Sorocea bonplandii";"FSN_Plot_080";0,065286624
"1390";"Sorocea bonplandii";"FSN_Plot_080";0,052547771
"1391";"Guatteria australis";"FSN_Plot_080";0,038216561
"1392";"Ocotea odorifera";"FSN_Plot_080";0,143312102
"1393";"Sorocea hilariana";"FSN_Plot_080";0,063694268
"1394";"Protium warmingiana";"FSN_Plot_080";0,105095541
"1395";"Phyllostemonodaphne geminiflora";"FSN_Plot_080";0,035031847
"1396";"Mouriri glazioviana";"FSN_Plot_080";0,095541401
"1397";"Phyllostemonodaphne geminiflora";"FSN_Plot_080";0,071850409
"1398";"Siparuna guianensis";"FSN_Plot_080";0,055732484
"1399";"Guatteria australis";"FSN_Plot_080";0,050955414
"1400";"Guarea pendula";"FSN_Plot_080";0,044585987
"1401";"Sorocea bonplandii";"FSN_Plot_080";0,093949045
"1402";"Alseis floribunda";"FSN_Plot_080";0,071656051
"1403";"Siparuna guianensis";"FSN_Plot_080";0,036624204
"1404";"Protium warmingiana";"FSN_Plot_080";0,143312102
"1405";"Urbanodendron verrucosum";"FSN_Plot_080";0,093949045
"1406";"Marlierea excoriata";"FSN_Plot_080";0,054140127
"1407";"Alseis floribunda";"FSN_Plot_080";0,082802548
"1408";"Guatteria australis";"FSN_Plot_080";0,047770701
"1409";"Inga capitata";"FSN_Plot_080";0,068471338
"1410";"Virola gardneri";"FSN_Plot_080";0,089171975
"1411";"Sorocea bonplandii";"FSN_Plot_080";0,073248408
"1412";"Trichilia catigua";"FSN_Plot_080";0,097133758
"1413";"Ocotea silvestris";"FSN_Plot_080";0,27388535
"1414";"Myrciaria floribunda";"FSN_Plot_081";0,054140127
"1415";"Hymenaea";"FSN_Plot_081";0,439490446
"1416";"Pouteria caimito";"FSN_Plot_081";0,106687898
"1417";"Eugenia lambertiana";"FSN_Plot_081";0,149681529
"1418";"Sorocea bonplandii";"FSN_Plot_081";0,186305732
"1419";"Trichilia catigua";"FSN_Plot_081";0,046178344
"1420";"Tetrastylidium grandifolium";"FSN_Plot_081";0,046178344
"1421";"Urbanodendron verrucosum";"FSN_Plot_081";0,097133758
"1422";"Siparuna guianensis";"FSN_Plot_081";0,041401274
"1423";"Matayba elaeagnoides";"FSN_Plot_081";0,038216561
"1424";"Eugenia lambertiana";"FSN_Plot_081";0,119426752
"1425";"Brosimum guianense";"FSN_Plot_081";0,141719745
"1426";"Matayba elaeagnoides";"FSN_Plot_081";0,082802548
"1427";"Tetrastylidium grandifolium";"FSN_Plot_081";0,055732484
"1428";"Trichilia catigua";"FSN_Plot_081";0,229299363
"1429";"Brosimum guianense";"FSN_Plot_081";0,039808917
"1430";"Pouteria caimito";"FSN_Plot_081";0,039808917
"1431";"Siparuna guianensis";"FSN_Plot_081";0,036624204
"1432";"Brosimum guianense";"FSN_Plot_081";0,162420382
"1433";"Trichilia glabra";"FSN_Plot_081";0,073248408
"1434";"Urbanodendron verrucosum";"FSN_Plot_081";0,054140127
"1435";"Urbanodendron verrucosum";"FSN_Plot_081";0,066670132
"1436";"Siparuna guianensis";"FSN_Plot_081";0,049363057
"1437";"Sorocea bonplandii";"FSN_Plot_081";0,162420382
"1438";"Brosimum guianense";"FSN_Plot_082";0,21656051
"1439";"Mouriri glazioviana";"FSN_Plot_082";0,041401274
"1440";"Trichilia catigua";"FSN_Plot_082";0,199044586
"1441";"Kielmeyera albopunctata";"FSN_Plot_082";0,071656051
"1442";"Ocotea";"FSN_Plot_082";0,036624204
"1443";"Pouteria caimito";"FSN_Plot_082";0,093949045
"1444";"Phyllostemonodaphne geminiflora";"FSN_Plot_082";0,076250445
"1445";"Bathysa nicholsonii";"FSN_Plot_082";0,03343949
"1446";"Myrcia splendens";"FSN_Plot_082";0,050955414
"1447";"Sorocea bonplandii";"FSN_Plot_082";0,047770701
"1448";"Ficus enormis";"FSN_Plot_082";0,097133758
"1449";"Sorocea bonplandii";"FSN_Plot_082";0,085987261
"1450";"Machaerium";"FSN_Plot_082";0,039808917
"1451";"Bathysa nicholsonii";"FSN_Plot_082";0,055732484
"1452";"Ouratea polygyna";"FSN_Plot_082";0,073248408
"1453";"Tapirira obtusa";"FSN_Plot_082";0,178343949
"1454";"Siparuna guianensis";"FSN_Plot_082";0,035031847
"1455";"Bathysa nicholsonii";"FSN_Plot_082";0,044585987
"1456";"Tapirira guianensis";"FSN_Plot_082";0,132165605
"1457";"Pourouma guianensis";"FSN_Plot_082";0,288282535
"1458";"Casearia arborea";"FSN_Plot_082";0,095541401
"1459";"Helicostylis tomentosa";"FSN_Plot_083";0,070063694
"1460";"Psychotria carthagenensis";"FSN_Plot_083";0,042993631
"1461";"Helicostylis tomentosa";"FSN_Plot_083";0,054140127
"1462";"Casearia arborea";"FSN_Plot_083";0,21656051
"1463";"Meliosma itatiaiae";"FSN_Plot_083";0,046178344
"1464";"Pseudopiptadenia contorta";"FSN_Plot_083";0,041401274
"1465";"Casearia ulmifolia";"FSN_Plot_083";0,138535032
"1466";"Psychotria carthagenensis";"FSN_Plot_083";0,041401274
"1467";"Bathysa";"FSN_Plot_083";0,110436566
"1468";"Siparuna guianensis";"FSN_Plot_083";0,042993631
"1469";"Euterpe edulis";"FSN_Plot_083";0,092356688
"1470";"Bathysa nicholsonii";"FSN_Plot_083";0,076433121
"1471";"Eugenia lambertiana";"FSN_Plot_083";0,092356688
"1472";"Meliosma itatiaiae";"FSN_Plot_083";0,050955414
"1473";"Siparuna guianensis";"FSN_Plot_083";0,050955414
"1474";"Helicostylis tomentosa";"FSN_Plot_083";0,041401274
"1475";"Apuleia leiocarpa";"FSN_Plot_083";0,046178344
"1476";"Pouteria caimito";"FSN_Plot_083";0,062101911
"1477";"Pourouma guianensis";"FSN_Plot_083";0,097133758
"1478";"Urbanodendron verrucosum";"FSN_Plot_083";0,042993631
"1479";"Ocotea odorifera";"FSN_Plot_083";0,579617834
"1480";"Trichilia glabra";"FSN_Plot_084";0,068471338
"1481";"Chrysophyllum lucentifolium";"FSN_Plot_084";0,149681529
"1482";"Helicostylis tomentosa";"FSN_Plot_084";0,055732484
"1483";"Trichilia glabra";"FSN_Plot_084";0,050955414
"1484";"Helicostylis tomentosa";"FSN_Plot_084";0,092356688
"1485";"Helicostylis tomentosa";"FSN_Plot_084";0,089171975
"1486";"Euterpe edulis";"FSN_Plot_084";0,092356688
"1487";"Urbanodendron verrucosum";"FSN_Plot_084";0,042993631
"1488";"Trichilia glabra";"FSN_Plot_084";0,078025478
"1489";"Siparuna guianensis";"FSN_Plot_084";0,047770701
"1490";"Helicostylis tomentosa";"FSN_Plot_084";0,081210191
"1491";"Helicostylis tomentosa";"FSN_Plot_084";0,054140127
"1492";"Pouteria caimito";"FSN_Plot_084";0,071656051
"1493";"Ocotea corymbosa";"FSN_Plot_084";0,038216561
"1494";"Helicostylis tomentosa";"FSN_Plot_084";0,047770701
"1495";"Tapirira guianensis";"FSN_Plot_084";0,213375796
"1496";"Euterpe edulis";"FSN_Plot_084";0,101910828
"1497";"Jacaratia heptaphylla";"FSN_Plot_084";0,063694268
"1498";"Helicostylis tomentosa";"FSN_Plot_084";0,039808917
"1499";"Euterpe edulis";"FSN_Plot_084";0,078025478
"1500";"Eriotheca candolleana";"FSN_Plot_084";0,242038217
"1501";"Pourouma guianensis";"FSN_Plot_084";0,054140127
"1502";"Ocotea dispersa";"FSN_Plot_084";0,105095541
"1503";"Brosimum guianense";"FSN_Plot_084";0,038216561
"1504";"Siparuna guianensis";"FSN_Plot_084";0,068471338
"1505";"Myrcia laxiflora";"FSN_Plot_084";0,049363057
"1506";"Brosimum guianense";"FSN_Plot_084";0,200636943
"1507";"Helicostylis tomentosa";"FSN_Plot_084";0,066878981
"1508";"Prunus sellowii";"FSN_Plot_085";0,078025478
"1509";"Nectandra oppositifolia";"FSN_Plot_085";0,065286624
"1510";"Helicostylis tomentosa";"FSN_Plot_085";0,141943215
"1511";"Siparuna guianensis";"FSN_Plot_085";0,060509554
"1512";"Meliosma itatiaiae";"FSN_Plot_085";0,03343949
"1513";"Copaifera langsdorffii";"FSN_Plot_085";0,044585987
"1514";"Matayba elaeagnoides";"FSN_Plot_085";0,044585987
"1515";"Tetrastylidium grandifolium";"FSN_Plot_085";0,082203245
"1516";"Tovomitopsis saldanhae";"FSN_Plot_085";0,104769326
"1517";"Siparuna guianensis";"FSN_Plot_085";0,070063694
"1518";"Helicostylis tomentosa";"FSN_Plot_085";0,052547771
"1519";"Tovomitopsis saldanhae";"FSN_Plot_085";0,041401274
"1520";"Marlierea excoriata";"FSN_Plot_085";0,035031847
"1521";"Myrcia laxiflora";"FSN_Plot_085";0,063694268
"1522";"Ocotea pulchella";"FSN_Plot_085";0,175159236
"1523";"Virola gardneri";"FSN_Plot_085";0,353503185
"1524";"Ocotea silvestris";"FSN_Plot_085";0,111464968
"1525";"Marlierea teuscheriana";"FSN_Plot_085";0,044585987
"1526";"Ocotea silvestris";"FSN_Plot_085";0,055732484
"1527";"Sorocea bonplandii";"FSN_Plot_085";0,047770701
"1528";"Alchornea triplinervia";"FSN_Plot_085";0,057324841
"1529";"Helicostylis tomentosa";"FSN_Plot_085";0,054140127
"1530";"Virola bicuhyba";"FSN_Plot_086";0,149681529
"1531";"Cecropia hololeuca";"FSN_Plot_086";0,321656051
"1532";"Cordia sellowiana";"FSN_Plot_086";0,167197452
"1533";"Guatteria australis";"FSN_Plot_086";0,141719745
"1534";"Helicostylis tomentosa";"FSN_Plot_086";0,068471338
"1535";"Lacistema pubescens";"FSN_Plot_086";0,127388535
"1536";"Bathysa nicholsonii";"FSN_Plot_086";0,097133758
"1537";"Annona neolaurifolia";"FSN_Plot_086";0,132165605
"1538";"Aspidosperma subincanum";"FSN_Plot_086";0,060509554
"1539";"Bathysa nicholsonii";"FSN_Plot_086";0,117834395
"1540";"Apuleia leiocarpa";"FSN_Plot_086";0,039808917
"1541";"Casearia decandra";"FSN_Plot_086";0,055732484
"1542";"Ocotea silvestris";"FSN_Plot_086";0,041401274
"1543";"Siparuna guianensis";"FSN_Plot_086";0,035031847
"1544";"Pourouma guianensis";"FSN_Plot_086";0,208598726
"1545";"Piper arboreum";"FSN_Plot_086";0,039808917
"1546";"Sorocea bonplandii";"FSN_Plot_086";0,272292994
"1547";"Euterpe edulis";"FSN_Plot_087";0,113057325
"1548";"Sorocea hilariana";"FSN_Plot_087";0,157643312
"1549";"Guarea macrophylla";"FSN_Plot_087";0,038216561
"1550";"Brosimum guianense";"FSN_Plot_087";0,106687898
"1551";"Siparuna guianensis";"FSN_Plot_087";0,036624204
"1552";"Euterpe edulis";"FSN_Plot_087";0,093949045
"1553";"Protium warmingiana";"FSN_Plot_087";0,041401274
"1554";"Bathysa";"FSN_Plot_087";0,171974522
"1555";"Bathysa nicholsonii";"FSN_Plot_087";0,065286624
"1556";"Bathysa";"FSN_Plot_087";0,162420382
"1557";"Euterpe edulis";"FSN_Plot_087";0,122611465
"1558";"Piper arboreum";"FSN_Plot_087";0,035031847
"1559";"Eugenia lambertiana";"FSN_Plot_087";0,035031847
"1560";"Lacistema pubescens";"FSN_Plot_087";0,036624204
"1561";"Helicostylis tomentosa";"FSN_Plot_087";0,036624204
"1562";"Piper cernuum";"FSN_Plot_087";0,045930589
"1563";"Piper cernuum";"FSN_Plot_087";0,039808917
"1564";"Amaioua guianensis";"FSN_Plot_088";0,078025478
"1565";"Myrciaria floribunda";"FSN_Plot_088";0,065286624
"1566";"Marlierea excoriata";"FSN_Plot_088";0,057324841
"1567";"Casearia ulmifolia";"FSN_Plot_088";0,127388535
"1568";"Myrsine umbellata";"FSN_Plot_088";0,093949045
"1569";"Helicostylis tomentosa";"FSN_Plot_088";0,036624204
"1570";"Siparuna guianensis";"FSN_Plot_088";0,039808917
"1571";"Myrcia splendens";"FSN_Plot_088";0,090764331
"1572";"Maytenus robusta";"FSN_Plot_088";0,039808917
"1573";"Guatteria";"FSN_Plot_088";0,036624204
"1574";"Helicostylis tomentosa";"FSN_Plot_088";0,089171975
"1575";"Piper arboreum";"FSN_Plot_088";0,03343949
"1576";"Euterpe edulis";"FSN_Plot_088";0,114649682
"1577";"Sorocea bonplandii";"FSN_Plot_088";0,039808917
"1578";"Amaioua guianensis";"FSN_Plot_088";0,047770701
"1579";"Myrcia splendens";"FSN_Plot_088";0,109872611
"1580";"Euterpe edulis";"FSN_Plot_088";0,121019108
"1581";"Sorocea hilariana";"FSN_Plot_088";0,167954006
"1582";"Protium heptaphyllum";"FSN_Plot_089";0,202229299
"1583";"Sapium glandulosum";"FSN_Plot_089";0,203821656
"1584";"Alseis floribunda";"FSN_Plot_089";0,03343949
"1585";"Eriotheca candolleana";"FSN_Plot_089";0,324840764
"1586";"Hirtella hebeclada";"FSN_Plot_089";0,312101911
"1587";"Siparuna guianensis";"FSN_Plot_089";0,049363057
"1588";"Pouteria caimito";"FSN_Plot_089";0,122611465
"1589";"Phyllostemonodaphne geminiflora";"FSN_Plot_089";0,082802548
"1590";"Eugenia lambertiana";"FSN_Plot_089";0,038216561
"1591";"Urbanodendron verrucosum";"FSN_Plot_089";0,042993631
"1592";"Guatteria australis";"FSN_Plot_089";0,128980892
"1593";"Myrciaria floribunda";"FSN_Plot_089";0,074840764
"1594";"Neomitranthes";"FSN_Plot_089";0,063694268
"1595";"Bathysa nicholsonii";"FSN_Plot_089";0,058917197
"1596";"Pseudopiptadenia contorta";"FSN_Plot_089";0,089171975
"1597";"Eugenia dodonaeifolia";"FSN_Plot_089";0,085987261
"1598";"Astronium graveolens";"FSN_Plot_089";0,060509554
"1599";"Tetrastylidium grandifolium";"FSN_Plot_089";0,058917197
"1600";"Guatteria australis";"FSN_Plot_089";0,356687898
"1601";"Siparuna guianensis";"FSN_Plot_089";0,050955414
"1602";"Chrysophyllum lucentifolium";"FSN_Plot_089";0,035031847
"1603";"Sorocea bonplandii";"FSN_Plot_089";0,109872611
"1604";"Siparuna guianensis";"FSN_Plot_089";0,066878981
"1605";"Marlierea excoriata";"FSN_Plot_089";0,047770701
"1606";"Myrciaria floribunda";"FSN_Plot_089";0,078025478
"1607";"Guatteria australis";"FSN_Plot_089";0,47133758
"1608";"Carpotroche brasiliensis";"FSN_Plot_090";0,084394904
"1609";"Phyllostemonodaphne geminiflora";"FSN_Plot_090";0,039808917
"1610";"Guapira opposita";"FSN_Plot_090";0,148089172
"1611";"Neomitranthes";"FSN_Plot_090";0,039808917
"1612";"Brosimum guianense";"FSN_Plot_090";0,076433121
"1613";"Prockia crucis";"FSN_Plot_090";0,128980892
"1614";"Ixora gardneriana";"FSN_Plot_090";0,065286624
"1615";"Brosimum guianense";"FSN_Plot_090";0,038216561
"1616";"Myrcia splendens";"FSN_Plot_090";0,111464968
"1617";"Phyllostemonodaphne geminiflora";"FSN_Plot_090";0,086765177
"1618";"Inga cylindrica";"FSN_Plot_090";0,318471338
"1619";"Phyllostemonodaphne geminiflora";"FSN_Plot_090";0,068471338
"1620";"Siparuna guianensis";"FSN_Plot_090";0,068471338
"1621";"Melanoxylon brauna";"FSN_Plot_090";0,101461989
"1622";"Eugenia lambertiana";"FSN_Plot_090";0,098726115
"1623";"Marlierea excoriata";"FSN_Plot_090";0,057324841
"1624";"Chrysophyllum lucentifolium";"FSN_Plot_091";0,038216561
"1625";"Machaerium nyctitans";"FSN_Plot_091";0,183121019
"1626";"Pisonia ambigua";"FSN_Plot_091";0,162420382
"1627";"Eugenia lambertiana";"FSN_Plot_091";0,093949045
"1628";"Pseudopiptadenia contorta";"FSN_Plot_091";0,592356688
"1629";"Chrysophyllum lucentifolium";"FSN_Plot_091";0,187898089
"1630";"Mouriri glazioviana";"FSN_Plot_091";0,039808917
"1631";"Trichilia catigua";"FSN_Plot_091";0,105095541
"1632";"Ixora gardneriana";"FSN_Plot_091";0,105095541
"1633";"Ocotea";"FSN_Plot_091";0,052547771
"1634";"Chrysophyllum lucentifolium";"FSN_Plot_091";0,063694268
"1635";"Trichilia glabra";"FSN_Plot_091";0,049363057
"1636";"Amaioua guianensis";"FSN_Plot_091";0,070063694
"1637";"Sorocea bonplandii";"FSN_Plot_091";0,070063694
"1638";"Siparuna guianensis";"FSN_Plot_091";0,041401274
"1639";"Myrcia splendens";"FSN_Plot_091";0,114649682
"1640";"Marlierea excoriata";"FSN_Plot_092";0,038216561
"1641";"Brosimum guianense";"FSN_Plot_092";0,076433121
"1642";"Myrcia splendens";"FSN_Plot_092";0,079617834
"1643";"Siparuna guianensis";"FSN_Plot_092";0,044585987
"1644";"Chrysophyllum lucentifolium";"FSN_Plot_092";0,042993631
"1645";"Trichilia catigua";"FSN_Plot_092";0,062101911
"1646";"Marlierea excoriata";"FSN_Plot_092";0,054140127
"1647";"Psychotria nuda";"FSN_Plot_092";0,167197452
"1648";"Ocotea odorifera";"FSN_Plot_092";0,042993631
"1649";"Tapirira guianensis";"FSN_Plot_092";0,133757962
"1650";"Sorocea bonplandii";"FSN_Plot_092";0,070063694
"1651";"Xylopia brasiliensis";"FSN_Plot_092";0,159235669
"1652";"Guatteria";"FSN_Plot_092";0,036624204
"1653";"Ocotea silvestris";"FSN_Plot_092";0,071656051
"1654";"Sorocea bonplandii";"FSN_Plot_092";0,046178344
"1655";"Brosimum guianense";"FSN_Plot_092";0,180168668
"1656";"Urbanodendron verrucosum";"FSN_Plot_092";0,058917197
"1657";"Garcinia gardneriana";"FSN_Plot_092";0,041401274
