"";"spp";"parc";"dap"
"788";"Sorocea bonplandii";"FSN_Plot_049";0,048407643
"789";"Protium warmingiana";"FSN_Plot_049";0,194267516
"790";"Nyctaginaceae";"FSN_Plot_049";0,100636943
"791";"Xylopia sericea";"FSN_Plot_049";0,072292994
"792";"Calyptranthes brasiliensis";"FSN_Plot_049";0,105095541
"793";"Siparuna guianensis";"FSN_Plot_049";0,041401274
"794";"Siparuna guianensis";"FSN_Plot_049";0,046178344
"795";"Guatteria";"FSN_Plot_049";0,149681529
"796";"Brosimum guianense";"FSN_Plot_049";0,03566879
"797";"Siparuna guianensis";"FSN_Plot_049";0,054140127
"798";"Casearia ulmifolia";"FSN_Plot_049";0,315286624
"799";"Protium warmingiana";"FSN_Plot_049";0,036624204
"800";"Siparuna guianensis";"FSN_Plot_049";0,038216561
"801";"Protium warmingiana";"FSN_Plot_049";0,038216561
"802";"Ilex cerasifolia";"FSN_Plot_049";0,068471338
"803";"Jacaranda macrantha";"FSN_Plot_049";0,115640622
"804";"Siparuna guianensis";"FSN_Plot_049";0,05
"805";"Ormosia arborea";"FSN_Plot_049";0,296178344
"806";"Guatteria australis";"FSN_Plot_049";0,101910828
"807";"Myrcia pubipetala";"FSN_Plot_049";0,187898089
"808";"Jacaranda macrantha";"FSN_Plot_049";0,135350318
"809";"Protium warmingiana";"FSN_Plot_049";0,05477707
"810";"Marlierea teuscheriana";"FSN_Plot_050";0,049363057
"811";"Peltophorum dubium";"FSN_Plot_050";0,21656051
"812";"Pseudopiptadenia contorta";"FSN_Plot_050";0,036624204
"813";"Salicaceae";"FSN_Plot_050";0,070063694
"814";"Virola gardneri";"FSN_Plot_050";0,144904459
"815";"Sorocea bonplandii";"FSN_Plot_050";0,065286624
"816";"Myrcia laxiflora";"FSN_Plot_050";0,058744799
"817";"Bathysa nicholsonii";"FSN_Plot_050";0,068471338
"818";"Guatteria australis";"FSN_Plot_050";0,082802548
"819";"Alseis floribunda";"FSN_Plot_050";0,080254777
"820";"Tovomitopsis saldanhae";"FSN_Plot_050";0,062101911
"821";"Alseis floribunda";"FSN_Plot_050";0,079617834
"822";"Myrcia laxiflora";"FSN_Plot_050";0,054140127
"823";"Brosimum guianense";"FSN_Plot_050";0,062420382
"824";"Ocotea silvestris";"FSN_Plot_050";0,052547771
"825";"Bathysa nicholsonii";"FSN_Plot_050";0,079617834
"826";"Chrysophyllum";"FSN_Plot_050";0,057324841
"827";"Jacaranda macrantha";"FSN_Plot_050";0,222406118
"828";"Protium warmingiana";"FSN_Plot_050";0,057324841
"829";"Euterpe edulis";"FSN_Plot_050";0,114649682
"830";"Eugenia lambertiana";"FSN_Plot_051";0,049363057
"831";"Eugenia florida";"FSN_Plot_051";0,055732484
"832";"Trattinnickia";"FSN_Plot_051";0,377388535
"833";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,084859316
"834";"Jacaranda macrantha";"FSN_Plot_051";0,122611465
"835";"Matayba elaeagnoides";"FSN_Plot_051";0,111464968
"836";"Swartzia myrtifolia";"FSN_Plot_051";0,04522293
"837";"Inga vera";"FSN_Plot_051";0,111464968
"838";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,047344168
"839";"Marlierea excoriata";"FSN_Plot_051";0,057961783
"840";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,063694268
"841";"Siparuna guianensis";"FSN_Plot_051";0,110436566
"842";"Trichilia glabra";"FSN_Plot_051";0,060509554
"843";"Virola gardneri";"FSN_Plot_051";0,066878981
"844";"Marlierea excoriata";"FSN_Plot_051";0,057324841
"845";"Helicostylis tomentosa";"FSN_Plot_052";0,136942675
"846";"Inga cylindrica";"FSN_Plot_052";0,337579618
"847";"Guettarda viburnoides";"FSN_Plot_052";0,058917197
"848";"Trattinnickia";"FSN_Plot_052";0,143312102
"849";"Siparuna guianensis";"FSN_Plot_052";0,086046217
"850";"Brosimum guianense";"FSN_Plot_052";0,065286624
"851";"Ocotea odorifera";"FSN_Plot_052";0,186305732
"852";"Maytenus floribunda";"FSN_Plot_052";0,055732484
"853";"Siparuna guianensis";"FSN_Plot_052";0,070063694
"854";"Ocotea odorifera";"FSN_Plot_052";0,038216561
"855";"Myrcia splendens";"FSN_Plot_052";0,047770701
"856";"Luehea grandiflora";"FSN_Plot_052";0,168789809
"857";"Marlierea excoriata";"FSN_Plot_052";0,039808917
"858";"Brosimum guianense";"FSN_Plot_052";0,060509554
"859";"Marlierea excoriata";"FSN_Plot_052";0,044585987
"860";"Brosimum guianense";"FSN_Plot_052";0,138535032
"861";"Casearia ulmifolia";"FSN_Plot_052";0,178343949
"862";"Siparuna guianensis";"FSN_Plot_052";0,042993631
"863";"Astronium graveolens";"FSN_Plot_052";0,054140127
"864";"Marlierea excoriata";"FSN_Plot_052";0,038216561
"865";"Phyllostemonodaphne geminiflora";"FSN_Plot_052";0,038216561
"866";"Mouriri glazioviana";"FSN_Plot_052";0,036624204
"867";"Bathysa nicholsonii";"FSN_Plot_052";0,101910828
"868";"Ocotea silvestris";"FSN_Plot_052";0,168789809
"869";"Psychotria carthagenensis";"FSN_Plot_052";0,038216561
"870";"Hirtella hebeclada";"FSN_Plot_053";0,23566879
"871";"Trichilia catigua";"FSN_Plot_053";0,044585987
"872";"Apuleia leiocarpa";"FSN_Plot_053";0,038216561
"873";"Siparuna guianensis";"FSN_Plot_053";0,039808917
"874";"Pourouma guianensis";"FSN_Plot_053";0,117834395
"875";"Meliosma itatiaiae";"FSN_Plot_053";0,062101911
"876";"Siparuna guianensis";"FSN_Plot_053";0,071656051
"877";"Ilex cerasifolia";"FSN_Plot_053";0,057324841
"878";"Salacia elliptica";"FSN_Plot_053";0,039808917
"879";"Inga capitata";"FSN_Plot_053";0,038216561
"880";"Marlierea excoriata";"FSN_Plot_053";0,058917197
"881";"Cordia sellowiana";"FSN_Plot_053";0,418789809
"882";"Calyptranthes brasiliensis";"FSN_Plot_053";0,082802548
"883";"Alseis floribunda";"FSN_Plot_053";0,041401274
"884";"Siparuna guianensis";"FSN_Plot_053";0,055732484
"885";"Machaerium nyctitans";"FSN_Plot_053";0,140127389
"886";"Phyllostemonodaphne geminiflora";"FSN_Plot_053";0,046178344
"887";"Sterculia curiosa";"FSN_Plot_054";0,101910828
"888";"Copaifera langsdorffii";"FSN_Plot_054";0,042038217
"889";"Sorocea bonplandii";"FSN_Plot_054";0,105095541
"890";"Siparuna guianensis";"FSN_Plot_054";0,054140127
"891";"Protium warmingiana";"FSN_Plot_054";0,22133758
"892";"Phyllostemonodaphne geminiflora";"FSN_Plot_054";0,136942675
"893";"Phyllostemonodaphne geminiflora";"FSN_Plot_054";0,082802548
"894";"Casearia ulmifolia";"FSN_Plot_054";0,26433121
"895";"Copaifera langsdorffii";"FSN_Plot_054";0,035031847
"896";"Psychotria";"FSN_Plot_054";0,03343949
"897";"Sapium glandulosum";"FSN_Plot_054";0,286624204
"898";"Psychotria rhytidocarpa";"FSN_Plot_054";0,036624204
"899";"Terminalia glabrescens";"FSN_Plot_054";0,054140127
"900";"Protium warmingiana";"FSN_Plot_054";0,063694268
"901";"Machaerium nyctitans";"FSN_Plot_054";0,085987261
"902";"Neomitranthes";"FSN_Plot_054";0,049363057
"903";"Brosimum guianense";"FSN_Plot_054";0,165605096
"904";"Siparuna guianensis";"FSN_Plot_054";0,03343949
"905";"Protium warmingiana";"FSN_Plot_054";0,039808917
"906";"Eugenia lambertiana";"FSN_Plot_054";0,063694268
"907";"Protium heptaphyllum";"FSN_Plot_054";0,090764331
"908";"Tovomita glazioviana";"FSN_Plot_054";0,054140127
"909";"Pourouma guianensis";"FSN_Plot_055";0,127388535
"910";"Ocotea odorifera";"FSN_Plot_055";0,328025478
"911";"Siparuna guianensis";"FSN_Plot_055";0,050955414
"912";"Jacaranda macrantha";"FSN_Plot_055";0,062101911
"913";"Pisonia ambigua";"FSN_Plot_055";0,044585987
"914";"Brosimum guianense";"FSN_Plot_055";0,238853503
"915";"Heisteria silvianii";"FSN_Plot_055";0,050955414
"916";"Protium warmingiana";"FSN_Plot_055";0,26433121
"917";"Sorocea hilariana";"FSN_Plot_055";0,353503185
"918";"Myrsine umbellata";"FSN_Plot_055";0,042993631
"919";"Virola gardneri";"FSN_Plot_055";0,200636943
"920";"Guatteria australis";"FSN_Plot_055";0,041401274
"921";"Protium warmingiana";"FSN_Plot_054";0,050955414
"922";"Pouteria caimito";"FSN_Plot_056";0,041401274
"923";"Virola bicuhyba";"FSN_Plot_056";0,207006369
"924";"Siparuna guianensis";"FSN_Plot_056";0,058917197
"925";"Myrcia pubipetala";"FSN_Plot_056";0,078025478
"926";"Protium warmingiana";"FSN_Plot_056";0,03343949
"927";"Helicostylis tomentosa";"FSN_Plot_056";0,257961783
"928";"Copaifera langsdorffii";"FSN_Plot_056";0,054140127
"929";"Euterpe edulis";"FSN_Plot_056";0,057324841
"930";"Garcinia gardneriana";"FSN_Plot_056";0,074840764
"931";"Alseis floribunda";"FSN_Plot_056";0,039808917
"932";"Bathysa nicholsonii";"FSN_Plot_056";0,038216561
"933";"Protium warmingiana";"FSN_Plot_056";0,04044586
"934";"Alseis floribunda";"FSN_Plot_056";0,044585987
"935";"Sorocea bonplandii";"FSN_Plot_056";0,132165605
"936";"Alseis floribunda";"FSN_Plot_056";0,093949045
"937";"Annona neolaurifolia";"FSN_Plot_056";0,281847134
"938";"Euterpe edulis";"FSN_Plot_056";0,057324841
"939";"Euterpe edulis";"FSN_Plot_056";0,157643312
"940";"Protium warmingiana";"FSN_Plot_056";0,031847134
"941";"Tetrastylidium grandifolium";"FSN_Plot_056";0,248407643
"942";"Pourouma guianensis";"FSN_Plot_056";0,036624204
"943";"Hirtella hebeclada";"FSN_Plot_056";0,181528662
"944";"Siparuna guianensis";"FSN_Plot_057";0,044585987
"945";"Sorocea bonplandii";"FSN_Plot_057";0,044585987
"946";"Marlierea teuscheriana";"FSN_Plot_057";0,160828025
"947";"Marlierea teuscheriana";"FSN_Plot_057";0,074840764
"948";"Machaerium nyctitans";"FSN_Plot_057";0,337579618
"949";"Cestrum";"FSN_Plot_057";0,049363057
"950";"Marlierea teuscheriana";"FSN_Plot_057";0,095541401
"951";"Licania belemii";"FSN_Plot_057";0,181528662
"952";"Zanthoxylum rhoifolium";"FSN_Plot_057";0,199044586
"953";"Protium warmingiana";"FSN_Plot_057";0,046178344
"954";"Maytenus robusta";"FSN_Plot_057";0,041401274
"955";"Aspidosperma olivaceum";"FSN_Plot_058";0,038216561
"956";"Siparuna guianensis";"FSN_Plot_058";0,042993631
"957";"Protium warmingiana";"FSN_Plot_058";0,160828025
"958";"Ocotea odorifera";"FSN_Plot_058";0,038216561
"959";"Protium warmingiana";"FSN_Plot_058";0,062101911
"960";"Myrcia pallida";"FSN_Plot_058";0,113057325
"961";"Protium warmingiana";"FSN_Plot_058";0,035031847
"962";"Ocotea corymbosa";"FSN_Plot_058";0,050955414
"963";"Tovomita glazioviana";"FSN_Plot_058";0,073248408
"964";"Protium warmingiana";"FSN_Plot_058";0,042993631
"965";"Protium warmingiana";"FSN_Plot_058";0,170382166
"966";"Maytenus robusta";"FSN_Plot_058";0,038216561
"967";"Euterpe edulis";"FSN_Plot_058";0,122611465
"968";"Eugenia lambertiana";"FSN_Plot_058";0,041401274
"969";"Protium warmingiana";"FSN_Plot_058";0,049363057
"970";"Phyllostemonodaphne geminiflora";"FSN_Plot_058";0,067876247
"971";"Ocotea silvestris";"FSN_Plot_058";0,302547771
"972";"Euterpe edulis";"FSN_Plot_058";0,106687898
"973";"Protium warmingiana";"FSN_Plot_058";0,044585987
"974";"Naucleopsis oblongifolia";"FSN_Plot_058";0,257961783
"975";"Siparuna guianensis";"FSN_Plot_058";0,108280255
"976";"Euterpe edulis";"FSN_Plot_059";0,154458599
"977";"Myrciaria floribunda";"FSN_Plot_059";0,050955414
"978";"Euterpe edulis";"FSN_Plot_059";0,125796178
"979";"Swartzia myrtifolia";"FSN_Plot_059";0,050955414
"980";"Siparuna guianensis";"FSN_Plot_059";0,085987261
"981";"Tovomitopsis saldanhae";"FSN_Plot_059";0,065286624
"982";"Siparuna guianensis";"FSN_Plot_059";0,055732484
"983";"Sorocea bonplandii";"FSN_Plot_059";0,036624204
"984";"Salicaceae";"FSN_Plot_059";0,248407643
"985";"Ocotea silvestris";"FSN_Plot_059";0,22611465
"986";"Myrciaria floribunda";"FSN_Plot_059";0,085987261
"987";"Protium warmingiana";"FSN_Plot_059";0,178343949
"988";"Sorocea bonplandii";"FSN_Plot_059";0,149681529
"989";"Virola gardneri";"FSN_Plot_059";0,423566879
"990";"Aniba firmula";"FSN_Plot_059";0,108280255
"991";"Marlierea excoriata";"FSN_Plot_059";0,047770701
"992";"Mouriri glazioviana";"FSN_Plot_059";0,074840764
"993";"Myrciaria floribunda";"FSN_Plot_059";0,128025478
"994";"Trichilia catigua";"FSN_Plot_059";0,062101911
"995";"Chrysophyllum lucentifolium";"FSN_Plot_059";0,124203822
"996";"Inga capitata";"FSN_Plot_059";0,085987261
"997";"Protium warmingiana";"FSN_Plot_059";0,100318471
"998";"Protium warmingiana";"FSN_Plot_059";0,136942675
"999";"Siparuna guianensis";"FSN_Plot_059";0,095541401
"1000";"Sorocea bonplandii";"FSN_Plot_059";0,066878981
"1001";"Mouriri glazioviana";"FSN_Plot_060";0,100318471
"1002";"Alseis floribunda";"FSN_Plot_060";0,164012739
"1003";"Protium warmingiana";"FSN_Plot_060";0,070063694
"1004";"Guatteria australis";"FSN_Plot_060";0,048407643
"1005";"Myrcia pallida";"FSN_Plot_060";0,057324841
"1006";"Siparuna guianensis";"FSN_Plot_060";0,038853503
"1007";"Trichilia catigua";"FSN_Plot_060";0,173566879
"1008";"Aspidosperma polyneuron";"FSN_Plot_060";0,202229299
"1009";"Virola gardneri";"FSN_Plot_060";0,060509554
"1010";"Maytenus robusta";"FSN_Plot_060";0,03343949
"1011";"Ocotea dispersa";"FSN_Plot_060";0,055732484
"1012";"Sorocea bonplandii";"FSN_Plot_060";0,050955414
"1013";"Trichilia lepidota";"FSN_Plot_060";0,097133758
"1014";"Casearia ulmifolia";"FSN_Plot_060";0,219745223
"1015";"Siparuna guianensis";"FSN_Plot_060";0,050955414
"1016";"Trichilia glabra";"FSN_Plot_061";0,039808917
"1017";"Meliosma itatiaiae";"FSN_Plot_061";0,065286624
"1018";"Casearia arborea";"FSN_Plot_061";0,038216561
"1019";"Jacaranda macrantha";"FSN_Plot_061";0,133757962
"1020";"Trichilia catigua";"FSN_Plot_061";0,232484076
"1021";"Sorocea bonplandii";"FSN_Plot_061";0,073248408
"1022";"Tapirira guianensis";"FSN_Plot_061";0,046178344
"1023";"Pisonia ambigua";"FSN_Plot_061";0,074840764
"1024";"Protium warmingiana";"FSN_Plot_061";0,097133758
"1025";"Pouteria caimito";"FSN_Plot_061";0,089171975
"1026";"Phyllostemonodaphne geminiflora";"FSN_Plot_061";0,061610007
"1027";"Phyllostemonodaphne geminiflora";"FSN_Plot_061";0,050955414
"1028";"Bathysa nicholsonii";"FSN_Plot_061";0,092849552
"1029";"Guarea pendula";"FSN_Plot_061";0,050955414
"1030";"Mouriri glazioviana";"FSN_Plot_061";0,116242038
"1031";"Aniba firmula";"FSN_Plot_061";0,146496815
"1032";"Marlierea excoriata";"FSN_Plot_061";0,044585987
"1033";"Siparuna guianensis";"FSN_Plot_061";0,071212356
"1034";"Xylopia brasiliensis";"FSN_Plot_062";0,256369427
"1035";"Myrcia laxiflora";"FSN_Plot_062";0,058917197
"1036";"Trichilia catigua";"FSN_Plot_062";0,152866242
"1037";"Euterpe edulis";"FSN_Plot_062";0,076433121
"1038";"Brosimum guianense";"FSN_Plot_062";0,092356688
"1039";"Brosimum guianense";"FSN_Plot_062";0,079617834
"1040";"Sorocea bonplandii";"FSN_Plot_062";0,039808917
"1041";"Ouratea polygyna";"FSN_Plot_062";0,068471338
"1042";"Casearia arborea";"FSN_Plot_062";0,103503185
"1043";"Hirtella hebeclada";"FSN_Plot_062";0,057081046
"1044";"Siparuna guianensis";"FSN_Plot_062";0,058917197
"1045";"Sorocea bonplandii";"FSN_Plot_062";0,079617834
"1046";"Inga cylindrica";"FSN_Plot_062";0,353503185
"1047";"Siparuna guianensis";"FSN_Plot_062";0,058917197
"1048";"Jacaranda macrantha";"FSN_Plot_062";0,242038217
"1049";"Brosimum guianense";"FSN_Plot_062";0,251592357
"1050";"Myrsine umbellata";"FSN_Plot_062";0,070063694
"1051";"Bathysa nicholsonii";"FSN_Plot_062";0,140127389
"1052";"Pseudopiptadenia contorta";"FSN_Plot_062";0,046178344
"1053";"Siparuna guianensis";"FSN_Plot_062";0,070063694
"1054";"Bathysa nicholsonii";"FSN_Plot_062";0,085987261
"1055";"Inga capitata";"FSN_Plot_063";0,065286624
"1056";"Heisteria silvianii";"FSN_Plot_063";0,038216561
"1057";"Helicostylis tomentosa";"FSN_Plot_063";0,041401274
"1058";"Inga capitata";"FSN_Plot_063";0,044585987
"1059";"Cecropia hololeuca";"FSN_Plot_063";0,399795705
"1060";"Aniba firmula";"FSN_Plot_063";0,058917197
"1061";"Casearia arborea";"FSN_Plot_063";0,191082803
"1062";"Matayba elaeagnoides";"FSN_Plot_063";0,222929936
"1063";"Pourouma guianensis";"FSN_Plot_063";0,210191083
"1064";"Bathysa nicholsonii";"FSN_Plot_063";0,055732484
"1065";"Siparuna guianensis";"FSN_Plot_063";0,046178344
"1066";"Phyllostemonodaphne geminiflora";"FSN_Plot_063";0,052547771
"1067";"Aniba firmula";"FSN_Plot_063";0,105095541
"1068";"Inga capitata";"FSN_Plot_063";0,046178344
"1069";"Euphorbiaceae";"FSN_Plot_063";0,046178344
"1070";"Sorocea bonplandii";"FSN_Plot_063";0,229299363
"1071";"Miconia brunnea";"FSN_Plot_063";0,071656051
"1072";"Eriotheca candolleana";"FSN_Plot_063";0,202229299
"1073";"Calyptranthes brasiliensis";"FSN_Plot_063";0,060509554
"1074";"Maytenus robusta";"FSN_Plot_063";0,042993631
"1075";"Siparuna guianensis";"FSN_Plot_063";0,042993631
"1076";"Guarea pendula";"FSN_Plot_063";0,047770701
"1077";"Siparuna guianensis";"FSN_Plot_063";0,098726115
"1078";"Siparuna guianensis";"FSN_Plot_063";0,049363057
"1079";"Helicostylis tomentosa";"FSN_Plot_064";0,117834395
"1080";"Helicostylis tomentosa";"FSN_Plot_064";0,038216561
"1081";"Carpotroche brasiliensis";"FSN_Plot_064";0,031847134
"1082";"Siparuna guianensis";"FSN_Plot_064";0,035031847
"1083";"Ocotea dispersa";"FSN_Plot_064";0,031847134
"1084";"Sorocea hilariana";"FSN_Plot_064";0,148328688
"1085";"Bathysa nicholsonii";"FSN_Plot_064";0,202229299
"1086";"Brosimum guianense";"FSN_Plot_064";0,181528662
"1087";"Aniba firmula";"FSN_Plot_064";0,055732484
"1088";"Marlierea excoriata";"FSN_Plot_064";0,036624204
"1089";"Neomitranthes";"FSN_Plot_064";0,148089172
"1090";"Aniba firmula";"FSN_Plot_064";0,035031847
"1091";"Bathysa nicholsonii";"FSN_Plot_064";0,089171975
"1092";"Myrcia anceps";"FSN_Plot_064";0,052547771
"1093";"Helicostylis tomentosa";"FSN_Plot_065";0,049363057
"1094";"Maytenus robusta";"FSN_Plot_065";0,28343949
"1095";"Siparuna guianensis";"FSN_Plot_065";0,066878981
"1096";"Sorocea bonplandii";"FSN_Plot_065";0,257961783
"1097";"Eugenia lambertiana";"FSN_Plot_065";0,057324841
"1098";"Alseis floribunda";"FSN_Plot_065";0,041401274
"1099";"Trichilia glabra";"FSN_Plot_065";0,070063694
"1100";"Protium warmingiana";"FSN_Plot_065";0,039808917
"1101";"Helicostylis tomentosa";"FSN_Plot_065";0,073248408
"1102";"Protium warmingiana";"FSN_Plot_065";0,184713376
"1103";"Pourouma guianensis";"FSN_Plot_065";0,124203822
"1104";"Marlierea excoriata";"FSN_Plot_065";0,197452229
"1105";"Marlierea excoriata";"FSN_Plot_065";0,035031847
"1106";"Guarea pendula";"FSN_Plot_065";0,044585987
"1107";"Lauraceae";"FSN_Plot_066";0,063694268
"1108";"Protium warmingiana";"FSN_Plot_066";0,039808917
"1109";"Jacaranda macrantha";"FSN_Plot_066";0,087579618
"1110";"Siparuna guianensis";"FSN_Plot_066";0,063694268
"1111";"Euterpe edulis";"FSN_Plot_066";0,070063694
"1112";"Meliosma itatiaiae";"FSN_Plot_066";0,035031847
"1113";"Euterpe edulis";"FSN_Plot_066";0,125796178
"1114";"Siparuna guianensis";"FSN_Plot_066";0,066878981
"1115";"Nectandra oppositifolia";"FSN_Plot_066";0,066878981
"1116";"Meliosma itatiaiae";"FSN_Plot_066";0,050955414
"1117";"Piptadenia gonoacantha";"FSN_Plot_066";0,090764331
"1118";"Protium warmingiana";"FSN_Plot_066";0,117834395
"1119";"Pourouma guianensis";"FSN_Plot_066";0,062101911
"1120";"Cedrela fissilis";"FSN_Plot_066";0,084394904
"1121";"Siparuna guianensis";"FSN_Plot_066";0,074840764
"1122";"Sorocea bonplandii";"FSN_Plot_066";0,285031847
"1123";"Swartzia myrtifolia";"FSN_Plot_066";0,055732484
"1124";"Casearia ulmifolia";"FSN_Plot_066";0,049363057
"1125";"Phyllostemonodaphne geminiflora";"FSN_Plot_067";0,175159236
"1126";"Annona cacans";"FSN_Plot_067";0,452229299
"1127";"Campomanesia xanthocarpa";"FSN_Plot_067";0,071158927
"1128";"Euterpe edulis";"FSN_Plot_067";0,119426752
"1129";"Ocotea silvestris";"FSN_Plot_067";0,078025478
"1130";"Euterpe edulis";"FSN_Plot_067";0,101910828
"1131";"Copaifera langsdorffii";"FSN_Plot_067";0,081210191
"1132";"Eugenia lambertiana";"FSN_Plot_067";0,044585987
"1133";"Protium warmingiana";"FSN_Plot_068";0,050955414
"1134";"Sorocea bonplandii";"FSN_Plot_068";0,039808917
"1135";"Euterpe edulis";"FSN_Plot_068";0,111464968
"1136";"Euterpe edulis";"FSN_Plot_068";0,111464968
"1137";"Euterpe edulis";"FSN_Plot_068";0,124203822
"1138";"Siparuna guianensis";"FSN_Plot_068";0,052547771
"1139";"Euterpe edulis";"FSN_Plot_068";0,125796178
"1140";"Protium warmingiana";"FSN_Plot_068";0,032484076
"1141";"Siparuna guianensis";"FSN_Plot_068";0,065344855
"1142";"Phyllostemonodaphne geminiflora";"FSN_Plot_068";0,044585987
"1143";"Alseis floribunda";"FSN_Plot_068";0,140127389
"1144";"Protium warmingiana";"FSN_Plot_068";0,227707006
"1145";"Swartzia myrtifolia";"FSN_Plot_068";0,140127389
"1146";"Virola bicuhyba";"FSN_Plot_068";0,050955414
"1147";"Maytenus salicifolia";"FSN_Plot_068";0,105864778
"1148";"Marlierea excoriata";"FSN_Plot_068";0,041401274
"1149";"Myrciaria floribunda";"FSN_Plot_068";0,164012739
"1150";"Ormosia arborea";"FSN_Plot_068";0,369426752
"1151";"Virola bicuhyba";"FSN_Plot_068";0,151273885
"1152";"Sorocea bonplandii";"FSN_Plot_068";0,047770701
"1153";"Pseudopiptadenia contorta";"FSN_Plot_068";0,391719745
"1154";"Neomitranthes";"FSN_Plot_068";0,105095541
"1155";"Inga capitata";"FSN_Plot_068";0,143312102
"1156";"Meliosma itatiaiae";"FSN_Plot_068";0,035031847
"1157";"Siparuna guianensis";"FSN_Plot_069";0,045066789
"1158";"Pourouma guianensis";"FSN_Plot_069";0,054140127
"1159";"Euterpe edulis";"FSN_Plot_069";0,092356688
"1160";"Coussapoa microcarpa";"FSN_Plot_069";0,207006369
"1161";"Euterpe edulis";"FSN_Plot_069";0,041401274
"1162";"Myrciaria floribunda";"FSN_Plot_069";0,098726115
"1163";"Myrcia splendens";"FSN_Plot_069";0,165605096
"1164";"Myrciaria floribunda";"FSN_Plot_069";0,047770701
"1165";"Myrciaria floribunda";"FSN_Plot_069";0,049363057
"1166";"Tetrastylidium grandifolium";"FSN_Plot_069";0,261146497
"1167";"Virola gardneri";"FSN_Plot_069";0,065286624
"1168";"Marlierea excoriata";"FSN_Plot_069";0,038216561
"1169";"Neomitranthes";"FSN_Plot_069";0,057324841
"1170";"Tovomita glazioviana";"FSN_Plot_069";0,047770701
"1171";"Bathysa nicholsonii";"FSN_Plot_069";0,117834395
"1172";"Chrysophyllum gonocarpum";"FSN_Plot_069";0,111464968
"1173";"Guatteria australis";"FSN_Plot_069";0,046178344
"1174";"Alseis floribunda";"FSN_Plot_069";0,140127389
"1175";"Virola gardneri";"FSN_Plot_069";0,038216561
"1176";"Virola bicuhyba";"FSN_Plot_070";0,117834395
"1177";"Siparuna guianensis";"FSN_Plot_070";0,049363057
"1178";"Siparuna guianensis";"FSN_Plot_070";0,055732484
"1179";"Swartzia myrtifolia";"FSN_Plot_070";0,093949045
"1180";"Alseis floribunda";"FSN_Plot_070";0,063694268
"1181";"Pouteria caimito";"FSN_Plot_070";0,048534238
"1182";"Sorocea bonplandii";"FSN_Plot_070";0,156050955
"1183";"Chrysophyllum lucentifolium";"FSN_Plot_070";0,103503185
"1184";"Siparuna guianensis";"FSN_Plot_070";0,068471338
"1185";"Siparuna guianensis";"FSN_Plot_070";0,03343949
"1186";"Protium warmingiana";"FSN_Plot_070";0,232484076
"1187";"Protium warmingiana";"FSN_Plot_070";0,03343949
"1188";"Myrciaria floribunda";"FSN_Plot_070";0,049363057
"1189";"Guarea pendula";"FSN_Plot_070";0,036624204
"1190";"Eriotheca candolleana";"FSN_Plot_070";0,070063694
"1191";"Bathysa nicholsonii";"FSN_Plot_070";0,082802548
"1192";"Virola gardneri";"FSN_Plot_070";0,054140127
"1193";"Garcinia gardneriana";"FSN_Plot_070";0,057324841
"1194";"Marlierea excoriata";"FSN_Plot_070";0,047770701
"1195";"Phyllostemonodaphne geminiflora";"FSN_Plot_070";0,055732484
"1196";"Myrciaria floribunda";"FSN_Plot_070";0,183121019
"1197";"Sorocea bonplandii";"FSN_Plot_071";0,047770701
"1198";"Marlierea excoriata";"FSN_Plot_071";0,041401274
"1199";"Trichilia glabra";"FSN_Plot_071";0,062101911
"1200";"Ouratea polygyna";"FSN_Plot_071";0,097133758
"1201";"Brosimum guianense";"FSN_Plot_071";0,085987261
"1202";"Inga cylindrica";"FSN_Plot_071";0,202229299
"1203";"Casearia arborea";"FSN_Plot_071";0,149044926
"1204";"Eugenia lambertiana";"FSN_Plot_071";0,130573248
"1205";"Ocotea odorifera";"FSN_Plot_071";0,03343949
"1206";"Trattinnickia";"FSN_Plot_071";0,26433121
"1207";"Brosimum guianense";"FSN_Plot_071";0,046178344
"1208";"Sorocea bonplandii";"FSN_Plot_071";0,046178344
"1209";"Pouteria caimito";"FSN_Plot_071";0,047770701
"1210";"Phyllostemonodaphne geminiflora";"FSN_Plot_071";0,101910828
"1211";"Aniba firmula";"FSN_Plot_071";0,095541401
"1212";"Trichilia glabra";"FSN_Plot_071";0,055732484
"1213";"Ouratea polygyna";"FSN_Plot_071";0,113057325
"1214";"Helicostylis tomentosa";"FSN_Plot_071";0,101910828
"1215";"Ocotea corymbosa";"FSN_Plot_071";0,090764331
"1216";"Marlierea excoriata";"FSN_Plot_071";0,066878981
"1217";"Protium warmingiana";"FSN_Plot_071";0,066878981
"1218";"Pseudopiptadenia contorta";"FSN_Plot_071";0,068471338
"1219";"Annona cacans";"FSN_Plot_071";0,087579618
"1220";"Casearia ulmifolia";"FSN_Plot_071";0,073248408
"1221";"Apuleia leiocarpa";"FSN_Plot_072";0,105095541
"1222";"Virola bicuhyba";"FSN_Plot_072";0,417197452
"1223";"Siparuna guianensis";"FSN_Plot_072";0,093949045
"1224";"Trichilia glabra";"FSN_Plot_072";0,036624204
"1225";"Brosimum guianense";"FSN_Plot_072";0,124203822
"1226";"Tetrastylidium grandifolium";"FSN_Plot_072";0,124203822
