"";"spp";"parc";"dap"
"917";"Guarea macrophylla";"FSN_Plot_047";0,0465
"918";"Lauraceae";"FSN_Plot_048";0,0468
"919";"Cariniana legalis";"FSN_Plot_048";0,1942
"920";"Marlierea teuscheriana";"FSN_Plot_048";0,042
"921";"Protium warmingiana";"FSN_Plot_048";0,0331
"922";"Calyptranthes brasiliensis";"FSN_Plot_048";0,0385
"923";"Myrciaria floribunda";"FSN_Plot_048";0,0614
"924";"Euterpe edulis";"FSN_Plot_048";0,0455
"925";"Euterpe edulis";"FSN_Plot_048";0,127
"926";"Phyllostemonodaphne geminiflora";"FSN_Plot_048";0,0385
"927";"Euterpe edulis";"FSN_Plot_048";0,0404
"928";"Sorocea bonplandii";"FSN_Plot_048";0,1833
"929";"Ocotea dispersa";"FSN_Plot_048";0,0427
"930";"Protium warmingiana";"FSN_Plot_048";0,0321
"931";"Bathysa nicholsonii";"FSN_Plot_048";0,0433
"932";"Protium warmingiana";"FSN_Plot_048";0,0455
"933";"Siparuna guianensis";"FSN_Plot_048";0,0388
"934";"Protium warmingiana";"FSN_Plot_048";0,0522
"935";"Myrcia pubipetala";"FSN_Plot_048";0,0337
"936";"Protium heptaphyllum";"FSN_Plot_048";0,0404
"937";"Sorocea bonplandii";"FSN_Plot_048";0,1375
"938";"Marlierea teuscheriana";"FSN_Plot_048";0,0357
"939";"Lafoensia glyptocarpa";"FSN_Plot_048";0,0649
"940";"Trichilia lepidota";"FSN_Plot_048";0,0366
"941";"Maytenus robusta";"FSN_Plot_048";0,0366
"942";"Marlierea teuscheriana";"FSN_Plot_048";0,0509
"943";"Siparuna guianensis";"FSN_Plot_049";0,0684
"944";"Protium warmingiana";"FSN_Plot_049";0,0602
"945";"Protium warmingiana";"FSN_Plot_049";0,0452
"946";"Calyptranthes brasiliensis";"FSN_Plot_049";0,1525
"947";"Maytenus robusta";"FSN_Plot_049";0,0318
"948";"Sorocea bonplandii";"FSN_Plot_049";0,0465
"949";"Protium warmingiana";"FSN_Plot_049";0,1805
"950";"Nyctaginaceae";"FSN_Plot_049";0,0993
"951";"Xylopia sericea";"FSN_Plot_049";0,071
"952";"Calyptranthes brasiliensis";"FSN_Plot_049";0,1025
"953";"Siparuna guianensis";"FSN_Plot_049";0,0334
"954";"Siparuna guianensis";"FSN_Plot_049";0,0388
"955";"Marlierea teuscheriana";"FSN_Plot_049";0,0544
"956";"Guarea macrophylla";"FSN_Plot_049";0,0334
"957";"Siparuna guianensis";"FSN_Plot_049";0,0442
"958";"Guatteria";"FSN_Plot_049";0,1267
"959";"";"FSN_Plot_049";0,29
"960";"Brosimum guianense";"FSN_Plot_049";0,035
"961";"Siparuna guianensis";"FSN_Plot_049";0,0455
"962";"Casearia ulmifolia";"FSN_Plot_049";0,3024
"963";"Protium warmingiana";"FSN_Plot_049";0,035
"964";"Siparuna guianensis";"FSN_Plot_049";0,0366
"965";"Protium warmingiana";"FSN_Plot_049";0,0369
"966";"Ilex cerasifolia";"FSN_Plot_049";0,0624
"967";"Guarea pendula";"FSN_Plot_049";0,035
"968";"Jacaranda macrantha";"FSN_Plot_049";0,114700532
"969";"Siparuna guianensis";"FSN_Plot_049";0,0493
"970";"Ormosia arborea";"FSN_Plot_049";0,2836
"971";"Guatteria australis";"FSN_Plot_049";0,0879
"972";"Myrcia pubipetala";"FSN_Plot_049";0,1757
"973";"Jacaranda macrantha";"FSN_Plot_049";0,1311
"974";"Protium warmingiana";"FSN_Plot_049";0,0541
"975";"Bathysa nicholsonii";"FSN_Plot_049";0,0347
"976";"Marlierea teuscheriana";"FSN_Plot_050";0,0503
"977";"Astronium graveolens";"FSN_Plot_050";0,0321
"978";"Peltophorum dubium";"FSN_Plot_050";0,198
"979";"Pseudopiptadenia contorta";"FSN_Plot_050";0,0334
"980";"Salicaceae";"FSN_Plot_050";0,056
"981";"Virola gardneri";"FSN_Plot_050";0,1136
"982";"Sorocea bonplandii";"FSN_Plot_050";0,0503
"983";"Myrcia laxiflora";"FSN_Plot_050";0,035227989
"984";"Himatanthus phagedaenicus";"FSN_Plot_050";0,0414
"985";"Bathysa nicholsonii";"FSN_Plot_050";0,0668
"986";"Guatteria australis";"FSN_Plot_050";0,0726
"987";"Alseis floribunda";"FSN_Plot_050";0,0726
"988";"Tovomitopsis saldanhae";"FSN_Plot_050";0,05
"989";"Alseis floribunda";"FSN_Plot_050";0,0707
"990";"Myrcia laxiflora";"FSN_Plot_050";0,0516
"991";"Brosimum guianense";"FSN_Plot_050";0,0595
"992";"Ocotea silvestris";"FSN_Plot_050";0,0532
"993";"Bathysa nicholsonii";"FSN_Plot_050";0,0764
"994";"Chrysophyllum";"FSN_Plot_050";0,0535
"995";"Jacaranda macrantha";"FSN_Plot_050";0,219283536
"996";"Protium warmingiana";"FSN_Plot_050";0,0474
"997";"Euterpe edulis";"FSN_Plot_050";0,0697
"998";"Eugenia lambertiana";"FSN_Plot_051";0,0411
"999";"Eugenia florida";"FSN_Plot_051";0,0465
"1000";"Trattinnickia";"FSN_Plot_051";0,3559
"1001";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,044166154
"1002";"Jacaranda macrantha";"FSN_Plot_051";0,1184
"1003";"Matayba elaeagnoides";"FSN_Plot_051";0,0923
"1004";"Swartzia myrtifolia";"FSN_Plot_051";0,0392
"1005";"Inga vera";"FSN_Plot_051";0,1089
"1006";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,0337
"1007";"Marlierea excoriata";"FSN_Plot_051";0,0522
"1008";"Phyllostemonodaphne geminiflora";"FSN_Plot_051";0,0538
"1009";"Siparuna guianensis";"FSN_Plot_051";0,0563
"1010";"Siparuna guianensis";"FSN_Plot_051";0,107357414
"1011";"Trichilia glabra";"FSN_Plot_051";0,0481
"1012";"Virola gardneri";"FSN_Plot_051";0,0528
"1013";"Marlierea excoriata";"FSN_Plot_051";0,0376
"1014";"Helicostylis tomentosa";"FSN_Plot_052";0,1216
"1015";"Inga cylindrica";"FSN_Plot_052";0,3104
"1016";"Guettarda viburnoides";"FSN_Plot_052";0,0576
"1017";"Trattinnickia";"FSN_Plot_052";0,1375
"1018";"Siparuna guianensis";"FSN_Plot_052";0,0843973
"1019";"Brosimum guianense";"FSN_Plot_052";0,0614
"1020";"Ocotea odorifera";"FSN_Plot_052";0,1846
"1021";"Maytenus floribunda";"FSN_Plot_052";0,0411
"1022";"Marlierea excoriata";"FSN_Plot_052";0,0462
"1023";"Siparuna guianensis";"FSN_Plot_052";0,0703
"1024";"Ocotea odorifera";"FSN_Plot_052";0,0401
"1025";"Myrcia splendens";"FSN_Plot_052";0,0321
"1026";"Luehea grandiflora";"FSN_Plot_052";0,1846
"1027";"Marlierea excoriata";"FSN_Plot_052";0,0321
"1028";"Brosimum guianense";"FSN_Plot_052";0,0576
"1029";"Marlierea excoriata";"FSN_Plot_052";0,0388
"1030";"Brosimum guianense";"FSN_Plot_052";0,1337
"1031";"Casearia ulmifolia";"FSN_Plot_052";0,1674
"1032";"Siparuna guianensis";"FSN_Plot_052";0,0392
"1033";"Astronium graveolens";"FSN_Plot_052";0,0512
"1034";"Pseudopiptadenia contorta";"FSN_Plot_052";0,0691
"1035";"Marlierea excoriata";"FSN_Plot_052";0,0376
"1036";"Siparuna guianensis";"FSN_Plot_052";0,0532
"1037";"Phyllostemonodaphne geminiflora";"FSN_Plot_052";0,0318
"1038";"Trichilia glabra";"FSN_Plot_052";0,0388
"1039";"Mouriri glazioviana";"FSN_Plot_052";0,0357
"1040";"Myrsine umbellata";"FSN_Plot_052";0,07
"1041";"Bathysa nicholsonii";"FSN_Plot_052";0,0945
"1042";"Marlierea excoriata";"FSN_Plot_052";0,0318
"1043";"Ocotea silvestris";"FSN_Plot_052";0,1337
"1044";"Pseudopiptadenia contorta";"FSN_Plot_052";0,5539
"1045";"Inga vera";"FSN_Plot_052";0,0414
"1046";"Psychotria carthagenensis";"FSN_Plot_052";0,0318
"1047";"Hirtella hebeclada";"FSN_Plot_053";0,2298
"1048";"Trichilia catigua";"FSN_Plot_053";0,0385
"1049";"Apuleia leiocarpa";"FSN_Plot_053";0,0401
"1050";"Casearia ulmifolia";"FSN_Plot_053";0,0716
"1051";"Siparuna guianensis";"FSN_Plot_053";0,0357
"1052";"Pourouma guianensis";"FSN_Plot_053";0,1066
"1053";"Meliosma itatiaiae";"FSN_Plot_053";0,0573
"1054";"Siparuna guianensis";"FSN_Plot_053";0,0684
"1055";"Ilex cerasifolia";"FSN_Plot_053";0,0446
"1056";"Salacia elliptica";"FSN_Plot_053";0,0366
"1057";"Inga capitata";"FSN_Plot_053";0,0353
"1058";"Marlierea excoriata";"FSN_Plot_053";0,0528
"1059";"Cordia sellowiana";"FSN_Plot_053";0,4068
"1060";"Calyptranthes brasiliensis";"FSN_Plot_053";0,07
"1061";"Alseis floribunda";"FSN_Plot_053";0,0328
"1062";"Siparuna guianensis";"FSN_Plot_053";0,0528
"1063";"Guarea pendula";"FSN_Plot_053";0,0328
"1064";"Machaerium nyctitans";"FSN_Plot_053";0,1311
"1065";"Phyllostemonodaphne geminiflora";"FSN_Plot_053";0,0328
"1066";"Sterculia curiosa";"FSN_Plot_054";0,0869
"1067";"Copaifera langsdorffii";"FSN_Plot_054";0,0446
"1068";"Hirtella hebeclada";"FSN_Plot_054";0,0614
"1069";"Sorocea bonplandii";"FSN_Plot_054";0,1416
"1070";"Sorocea bonplandii";"FSN_Plot_054";0,1009
"1071";"Siparuna guianensis";"FSN_Plot_054";0,0522
"1072";"Protium warmingiana";"FSN_Plot_054";0,191
"1073";"Casearia ulmifolia";"FSN_Plot_054";0,0465
"1074";"Phyllostemonodaphne geminiflora";"FSN_Plot_054";0,1206
"1075";"Phyllostemonodaphne geminiflora";"FSN_Plot_054";0,0726
"1076";"Casearia ulmifolia";"FSN_Plot_054";0,2441
"1077";"Copaifera langsdorffii";"FSN_Plot_054";0,0344
"1078";"Psychotria";"FSN_Plot_054";0,0318
"1079";"Sapium glandulosum";"FSN_Plot_054";0,2722
"1080";"Psychotria rhytidocarpa";"FSN_Plot_054";0,0334
"1081";"Terminalia glabrescens";"FSN_Plot_054";0,0446
"1082";"Protium warmingiana";"FSN_Plot_054";0,0579
"1083";"Marlierea excoriata";"FSN_Plot_054";0,0392
"1084";"Machaerium nyctitans";"FSN_Plot_054";0,0793
"1085";"Neomitranthes";"FSN_Plot_054";0,0382
"1086";"Brosimum guianense";"FSN_Plot_054";0,1611
"1087";"Siparuna guianensis";"FSN_Plot_054";0,0455
"1088";"Protium warmingiana";"FSN_Plot_054";0,0372
"1089";"Eugenia lambertiana";"FSN_Plot_054";0,0347
"1090";"Protium heptaphyllum";"FSN_Plot_054";0,0713
"1091";"Pisonia ambigua";"FSN_Plot_054";0,0331
"1092";"Eugenia lambertiana";"FSN_Plot_054";0,0318
"1093";"Siparuna guianensis";"FSN_Plot_054";0,0439
"1094";"Tovomita glazioviana";"FSN_Plot_054";0,0503
"1095";"Pourouma guianensis";"FSN_Plot_055";0,1235
"1096";"Ocotea odorifera";"FSN_Plot_055";0,3062
"1097";"Siparuna guianensis";"FSN_Plot_055";0,0366
"1098";"Jacaranda macrantha";"FSN_Plot_055";0,0589
"1099";"Pisonia ambigua";"FSN_Plot_055";0,0427
"1100";"Brosimum guianense";"FSN_Plot_055";0,2279
"1101";"Heisteria silvianii";"FSN_Plot_055";0,0439
"1102";"Protium warmingiana";"FSN_Plot_055";0,2419
"1103";"Sorocea hilariana";"FSN_Plot_055";0,3107
"1104";"Myrsine umbellata";"FSN_Plot_055";0,0404
"1105";"Siparuna guianensis";"FSN_Plot_055";0,0703
"1106";"Virola gardneri";"FSN_Plot_055";0,184
"1107";"Eugenia lambertiana";"FSN_Plot_055";0,0586
"1108";"Guatteria australis";"FSN_Plot_055";0,0318
"1109";"Protium warmingiana";"FSN_Plot_054";0,0468
"1110";"Pouteria caimito";"FSN_Plot_056";0,035
"1111";"Virola bicuhyba";"FSN_Plot_056";0,197
"1112";"Siparuna guianensis";"FSN_Plot_056";0,0544
"1113";"Myrcia pubipetala";"FSN_Plot_056";0,0716
"1114";"Protium warmingiana";"FSN_Plot_056";0,0328
"1115";"Chrysophyllum lucentifolium";"FSN_Plot_056";0,0321
"1116";"Helicostylis tomentosa";"FSN_Plot_056";0,289
"1117";"Copaifera langsdorffii";"FSN_Plot_056";0,0503
"1118";"Euterpe edulis";"FSN_Plot_056";0,0471
"1119";"Garcinia gardneriana";"FSN_Plot_056";0,0716
"1120";"Alseis floribunda";"FSN_Plot_056";0,0401
"1121";"Bathysa nicholsonii";"FSN_Plot_056";0,0388
"1122";"Protium warmingiana";"FSN_Plot_056";0,0395
"1123";"Alseis floribunda";"FSN_Plot_056";0,0388
"1124";"Sorocea bonplandii";"FSN_Plot_056";0,1254
"1125";"Marlierea teuscheriana";"FSN_Plot_056";0,0477
"1126";"Alseis floribunda";"FSN_Plot_056";0,0818
"1127";"Annona neolaurifolia";"FSN_Plot_056";0,2699
"1128";"Euterpe edulis";"FSN_Plot_056";0,0363
"1129";"Euterpe edulis";"FSN_Plot_056";0,1509
"1130";"Protium warmingiana";"FSN_Plot_056";0,0318
"1131";"Tetrastylidium grandifolium";"FSN_Plot_056";0,2292
"1132";"Pourouma guianensis";"FSN_Plot_056";0,0382
"1133";"Hirtella hebeclada";"FSN_Plot_056";0,1674
"1134";"Astronium fraxinifolium";"FSN_Plot_057";0,0376
"1135";"Siparuna guianensis";"FSN_Plot_057";0,043
"1136";"Sorocea bonplandii";"FSN_Plot_057";0,0414
"1137";"Marlierea teuscheriana";"FSN_Plot_057";0,1455
"1138";"Ocotea silvestris";"FSN_Plot_057";0,0325
"1139";"Marlierea teuscheriana";"FSN_Plot_057";0,0653
"1140";"Machaerium nyctitans";"FSN_Plot_057";0,3234
"1141";"Inga";"FSN_Plot_057";0,0595
"1142";"Astronium fraxinifolium";"FSN_Plot_057";0,107
"1143";"Pourouma guianensis";"FSN_Plot_057";0,1639
"1144";"Cestrum";"FSN_Plot_057";0,0452
"1145";"Marlierea teuscheriana";"FSN_Plot_057";0,0926
"1146";"Licania belemii";"FSN_Plot_057";0,17
"1147";"Zanthoxylum rhoifolium";"FSN_Plot_057";0,1942
"1148";"Protium warmingiana";"FSN_Plot_057";0,0385
"1149";"Maytenus robusta";"FSN_Plot_057";0,0382
"1150";"Pourouma guianensis";"FSN_Plot_057";0,0318
"1151";"Astronium graveolens";"FSN_Plot_057";0,0382
"1152";"Aspidosperma olivaceum";"FSN_Plot_058";0,0369
"1153";"Siparuna guianensis";"FSN_Plot_058";0,0427
"1154";"Protium warmingiana";"FSN_Plot_058";0,1448
"1155";"Ocotea odorifera";"FSN_Plot_058";0,0372
"1156";"Protium warmingiana";"FSN_Plot_058";0,0592
"1157";"Myrcia pallida";"FSN_Plot_058";0,1031
"1158";"Protium warmingiana";"FSN_Plot_058";0,0357
"1159";"Inga vera";"FSN_Plot_058";0,227
"1160";"Ocotea corymbosa";"FSN_Plot_058";0,043
"1161";"Tovomita glazioviana";"FSN_Plot_058";0,0713
"1162";"Brunfelsia uniflora";"FSN_Plot_058";0,035
"1163";"Protium warmingiana";"FSN_Plot_058";0,0417
"1164";"Protium warmingiana";"FSN_Plot_058";0,156
"1165";"Maytenus robusta";"FSN_Plot_058";0,0318
"1166";"Euterpe edulis";"FSN_Plot_058";0,1114
"1167";"Eugenia lambertiana";"FSN_Plot_058";0,0334
"1168";"Protium warmingiana";"FSN_Plot_058";0,0462
"1169";"Phyllostemonodaphne geminiflora";"FSN_Plot_058";0,054043369
"1170";"Ocotea silvestris";"FSN_Plot_058";0,2617
"1171";"Euterpe edulis";"FSN_Plot_058";0,1022
"1172";"Protium warmingiana";"FSN_Plot_058";0,0446
"1173";"Naucleopsis oblongifolia";"FSN_Plot_058";0,2273
"1174";"Siparuna guianensis";"FSN_Plot_058";0,0859
"1175";"Euterpe edulis";"FSN_Plot_059";0,1477
"1176";"Myrciaria floribunda";"FSN_Plot_059";0,0442
"1177";"Euterpe edulis";"FSN_Plot_059";0,1225
"1178";"Marlierea teuscheriana";"FSN_Plot_059";0,042
"1179";"Swartzia myrtifolia";"FSN_Plot_059";0,0493
"1180";"Siparuna guianensis";"FSN_Plot_059";0,0859
"1181";"Tovomitopsis saldanhae";"FSN_Plot_059";0,0598
"1182";"Zanthoxylum rhoifolium";"FSN_Plot_059";0,2406
"1183";"Siparuna guianensis";"FSN_Plot_059";0,0576
"1184";"Sorocea bonplandii";"FSN_Plot_059";0,0376
"1185";"Salicaceae";"FSN_Plot_059";0,2798
"1186";"Ocotea silvestris";"FSN_Plot_059";0,2069
"1187";"Myrciaria floribunda";"FSN_Plot_059";0,0786
"1188";"Protium warmingiana";"FSN_Plot_059";0,1697
"1189";"Sorocea bonplandii";"FSN_Plot_059";0,1496
"1190";"Virola gardneri";"FSN_Plot_059";0,395
"1191";"Aniba firmula";"FSN_Plot_059";0,1082
"1192";"Marlierea excoriata";"FSN_Plot_059";0,0462
"1193";"Sorocea bonplandii";"FSN_Plot_059";0,0637
"1194";"Mouriri glazioviana";"FSN_Plot_059";0,0719
"1195";"Myrciaria floribunda";"FSN_Plot_059";0,113
"1196";"Trichilia catigua";"FSN_Plot_059";0,0576
"1197";"Chrysophyllum lucentifolium";"FSN_Plot_059";0,1165
"1198";"Inga capitata";"FSN_Plot_059";0,0837
"1199";"Protium warmingiana";"FSN_Plot_059";0,099
"1200";"Protium warmingiana";"FSN_Plot_059";0,1261
"1201";"Siparuna guianensis";"FSN_Plot_059";0,0961
"1202";"Sorocea bonplandii";"FSN_Plot_059";0,035
"1203";"Mouriri glazioviana";"FSN_Plot_060";0,0936
"1204";"Inga cylindrica";"FSN_Plot_060";0,0493
"1205";"Alseis floribunda";"FSN_Plot_060";0,1859
"1206";"Protium warmingiana";"FSN_Plot_060";0,0719
"1207";"Guatteria australis";"FSN_Plot_060";0,0481
"1208";"Myrcia pallida";"FSN_Plot_060";0,0541
"1209";"Siparuna guianensis";"FSN_Plot_060";0,0328
"1210";"Trichilia catigua";"FSN_Plot_060";0,1337
"1211";"Aspidosperma polyneuron";"FSN_Plot_060";0,1913
"1212";"Virola gardneri";"FSN_Plot_060";0,0554
"1213";"Maytenus robusta";"FSN_Plot_060";0,0318
"1214";"Ocotea dispersa";"FSN_Plot_060";0,0551
"1215";"Sorocea bonplandii";"FSN_Plot_060";0,0487
"1216";"Trichilia lepidota";"FSN_Plot_060";0,0942
"1217";"Casearia ulmifolia";"FSN_Plot_060";0,2002
"1218";"Siparuna guianensis";"FSN_Plot_060";0,0497
"1219";"Trichilia glabra";"FSN_Plot_061";0,0334
"1220";"Meliosma itatiaiae";"FSN_Plot_061";0,0649
"1221";"Casearia arborea";"FSN_Plot_061";0,0382
"1222";"Jacaranda macrantha";"FSN_Plot_061";0,1315
"1223";"Trichilia catigua";"FSN_Plot_061";0,198
"1224";"Sorocea bonplandii";"FSN_Plot_061";0,0656
"1225";"Tapirira guianensis";"FSN_Plot_061";0,0436
"1226";"Sterculia curiosa";"FSN_Plot_061";0,0888
"1227";"Lauraceae";"FSN_Plot_061";0,0474
"1228";"Pisonia ambigua";"FSN_Plot_061";0,0665
"1229";"Protium warmingiana";"FSN_Plot_061";0,0885
"1230";"Pouteria caimito";"FSN_Plot_061";0,1012
"1231";"Phyllostemonodaphne geminiflora";"FSN_Plot_061";0,04904839
"1232";"Phyllostemonodaphne geminiflora";"FSN_Plot_061";0,0462
"1233";"Bathysa nicholsonii";"FSN_Plot_061";0,09212904
"1234";"Guarea pendula";"FSN_Plot_061";0,0535
"1235";"Mouriri glazioviana";"FSN_Plot_061";0,0955
"1236";"Aniba firmula";"FSN_Plot_061";0,1324
"1237";"Marlierea excoriata";"FSN_Plot_061";0,036
"1238";"Siparuna guianensis";"FSN_Plot_061";0,0573
"1239";"Xylopia brasiliensis";"FSN_Plot_062";0,2365
"1240";"Myrcia laxiflora";"FSN_Plot_062";0,0573
"1241";"Trichilia catigua";"FSN_Plot_062";0,1216
"1242";"Euterpe edulis";"FSN_Plot_062";0,0614
"1243";"Siparuna guianensis";"FSN_Plot_062";0,0573
"1244";"Brosimum guianense";"FSN_Plot_062";0,0917
"1245";"Brosimum guianense";"FSN_Plot_062";0,0799
"1246";"Sorocea bonplandii";"FSN_Plot_062";0,0385
"1247";"Inga capitata";"FSN_Plot_062";0,0675
"1248";"Ouratea polygyna";"FSN_Plot_062";0,0624
"1249";"Casearia arborea";"FSN_Plot_062";0,0875
"1250";"Hirtella hebeclada";"FSN_Plot_062";0,0477
"1251";"Siparuna guianensis";"FSN_Plot_062";0,0547
"1252";"Siparuna guianensis";"FSN_Plot_062";0,0525
"1253";"Sorocea bonplandii";"FSN_Plot_062";0,078
"1254";"Inga cylindrica";"FSN_Plot_062";0,3304
"1255";"Siparuna guianensis";"FSN_Plot_062";0,0509
"1256";"Bathysa nicholsonii";"FSN_Plot_062";0,0328
"1257";"Jacaranda macrantha";"FSN_Plot_062";0,2276
"1258";"Brosimum guianense";"FSN_Plot_062";0,2435
"1259";"Jacaranda macrantha";"FSN_Plot_062";0,0684
"1260";"Myrsine umbellata";"FSN_Plot_062";0,0557
"1261";"Bathysa nicholsonii";"FSN_Plot_062";0,1343
"1262";"Pseudopiptadenia contorta";"FSN_Plot_062";0,0471
"1263";"Siparuna guianensis";"FSN_Plot_062";0,0681
"1264";"Bathysa nicholsonii";"FSN_Plot_062";0,0713
"1265";"Inga capitata";"FSN_Plot_063";0,0665
"1266";"Heisteria silvianii";"FSN_Plot_063";0,0325
"1267";"Helicostylis tomentosa";"FSN_Plot_063";0,0376
"1268";"Inga capitata";"FSN_Plot_063";0,0417
"1269";"Cecropia hololeuca";"FSN_Plot_063";0,391742581
"1270";"Aniba firmula";"FSN_Plot_063";0,0592
"1271";"Cecropia hololeuca";"FSN_Plot_063";0,3113
"1272";"Tapirira guianensis";"FSN_Plot_063";0,1257
"1273";"Casearia arborea";"FSN_Plot_063";0,1671
"1274";"Psidium oblongatum";"FSN_Plot_063";0,0388
"1275";"Matayba elaeagnoides";"FSN_Plot_063";0,1798
"1276";"Pourouma guianensis";"FSN_Plot_063";0,1878
"1277";"Bathysa nicholsonii";"FSN_Plot_063";0,0522
"1278";"Siparuna guianensis";"FSN_Plot_063";0,0446
"1279";"Phyllostemonodaphne geminiflora";"FSN_Plot_063";0,0423
"1280";"Aniba firmula";"FSN_Plot_063";0,1003
"1281";"Inga capitata";"FSN_Plot_063";0,0417
"1282";"Euphorbiaceae";"FSN_Plot_063";0,0407
"1283";"Sorocea bonplandii";"FSN_Plot_063";0,2059
"1284";"Miconia brunnea";"FSN_Plot_063";0,07
"1285";"Eriotheca candolleana";"FSN_Plot_063";0,1907
"1286";"Calyptranthes brasiliensis";"FSN_Plot_063";0,0595
"1287";"Maytenus robusta";"FSN_Plot_063";0,0341
"1288";"Siparuna guianensis";"FSN_Plot_063";0,0837
"1289";"Guarea pendula";"FSN_Plot_063";0,0567
"1290";"Siparuna guianensis";"FSN_Plot_063";0,0929
"1291";"Siparuna guianensis";"FSN_Plot_063";0,0512
"1292";"Helicostylis tomentosa";"FSN_Plot_064";0,1006
"1293";"Helicostylis tomentosa";"FSN_Plot_064";0,0321
"1294";"Carpotroche brasiliensis";"FSN_Plot_064";0,0318
"1295";"Siparuna guianensis";"FSN_Plot_064";0,0334
"1296";"Ocotea dispersa";"FSN_Plot_064";0,0318
"1297";"Sorocea hilariana";"FSN_Plot_064";0,121303785
"1298";"Bathysa nicholsonii";"FSN_Plot_064";0,183
"1299";"Brosimum guianense";"FSN_Plot_064";0,1693
"1300";"Aniba firmula";"FSN_Plot_064";0,0567
"1301";"Marlierea excoriata";"FSN_Plot_064";0,0318
"1302";"Helicostylis tomentosa";"FSN_Plot_064";0,0353
"1303";"Neomitranthes";"FSN_Plot_064";0,1337
"1304";"Aniba firmula";"FSN_Plot_064";0,0318
"1305";"Bathysa nicholsonii";"FSN_Plot_064";0,0882
"1306";"Myrcia anceps";"FSN_Plot_064";0,049
"1307";"Chrysophyllum lucentifolium";"FSN_Plot_064";0,12
"1308";"Helicostylis tomentosa";"FSN_Plot_065";0,0334
"1309";"Maytenus robusta";"FSN_Plot_065";0,2757
"1310";"Siparuna guianensis";"FSN_Plot_065";0,0672
"1311";"Sorocea bonplandii";"FSN_Plot_065";0,2483
"1312";"Eugenia lambertiana";"FSN_Plot_065";0,056
"1313";"Alseis floribunda";"FSN_Plot_065";0,0411
"1314";"Trichilia glabra";"FSN_Plot_065";0,0579
"1315";"Protium warmingiana";"FSN_Plot_065";0,035
"1316";"Siparuna guianensis";"FSN_Plot_065";0,0891
"1317";"Helicostylis tomentosa";"FSN_Plot_065";0,0525
"1318";"Miconia minutiflora";"FSN_Plot_065";0,0414
"1319";"Siparuna guianensis";"FSN_Plot_065";0,0318
"1320";"Protium warmingiana";"FSN_Plot_065";0,1751
"1321";"Pourouma guianensis";"FSN_Plot_065";0,1044
"1322";"Marlierea excoriata";"FSN_Plot_065";0,1942
"1323";"Marlierea excoriata";"FSN_Plot_065";0,0347
"1324";"Guarea pendula";"FSN_Plot_065";0,0363
"1325";"Lauraceae";"FSN_Plot_066";0,0637
"1326";"Protium warmingiana";"FSN_Plot_066";0,0331
"1327";"Jacaranda macrantha";"FSN_Plot_066";0,0786
"1328";"Siparuna guianensis";"FSN_Plot_066";0,0605
"1329";"Euterpe edulis";"FSN_Plot_066";0,0376
"1330";"Schefflera morototoni";"FSN_Plot_066";0,0777
"1331";"Meliosma itatiaiae";"FSN_Plot_066";0,0344
"1332";"Euterpe edulis";"FSN_Plot_066";0,0331
"1333";"Euterpe edulis";"FSN_Plot_066";0,1203
"1334";"Siparuna guianensis";"FSN_Plot_066";0,0621
"1335";"Nectandra oppositifolia";"FSN_Plot_066";0,0611
"1336";"Meliosma itatiaiae";"FSN_Plot_066";0,0436
"1337";"Piper arboreum";"FSN_Plot_066";0,0318
"1338";"Piptadenia gonoacantha";"FSN_Plot_066";0,0885
"1339";"Protium warmingiana";"FSN_Plot_066";0,1117
"1340";"Pourouma guianensis";"FSN_Plot_066";0,0605
"1341";"Cedrela fissilis";"FSN_Plot_066";0,0789
"1342";"Siparuna guianensis";"FSN_Plot_066";0,07
"1343";"Sorocea bonplandii";"FSN_Plot_066";0,2655
"1344";"Swartzia myrtifolia";"FSN_Plot_066";0,0541
"1345";"Casearia ulmifolia";"FSN_Plot_066";0,0455
"1346";"Phyllostemonodaphne geminiflora";"FSN_Plot_067";0,1496
"1347";"Annona cacans";"FSN_Plot_067";0,4425
"1348";"Campomanesia xanthocarpa";"FSN_Plot_067";0,069514365
"1349";"Euterpe edulis";"FSN_Plot_067";0,1149
"1350";"Pourouma guianensis";"FSN_Plot_067";0,0458
"1351";"Ocotea silvestris";"FSN_Plot_067";0,0748
"1352";"Euterpe edulis";"FSN_Plot_067";0,049
"1353";"Copaifera langsdorffii";"FSN_Plot_067";0,077
"1354";"Ocotea silvestris";"FSN_Plot_067";0,0407
"1355";"Eugenia lambertiana";"FSN_Plot_067";0,035
"1356";"Protium warmingiana";"FSN_Plot_068";0,0512
"1357";"Sorocea bonplandii";"FSN_Plot_068";0,0318
"1358";"Euterpe edulis";"FSN_Plot_068";0,1066
"1359";"Euterpe edulis";"FSN_Plot_068";0,0949
"1360";"Euterpe edulis";"FSN_Plot_068";0,057
"1361";"Euterpe edulis";"FSN_Plot_068";0,1079
"1362";"Euterpe edulis";"FSN_Plot_068";0,1213
"1363";"Siparuna guianensis";"FSN_Plot_068";0,0487
"1364";"Euterpe edulis";"FSN_Plot_068";0,1229
"1365";"Protium warmingiana";"FSN_Plot_068";0,0318
"1366";"Siparuna guianensis";"FSN_Plot_068";0,0436
