UA;Agonandra excelsa;Alsophila setosa;Annona emarginata;Aspidosperma parvifolium;Byrsonima ligustrifolia;Calyptranthes concinna;Campomanesia xanthocarpa;Casearia sylvestris;Cedrela fissilis;Cinnamomum sellowianum;Clethra scabra;Cryptocarya aschersoniana;Cryptocarya mandioccana;Cupania vernalis;Cyathea corcovadensis;Cyathea phalerata;Dalbergia brasiliensis;Eugenia involucrata;Gochnatia polymorpha;Guatteria australis;Ilex brevicuspis;Ilex dumosa;Ilex theezans;Jacaranda micrantha;Lithrea brasiliensis;Machaerium hirtum;Matayba intermedia;Mollinedia clavigera;Myrcia catharinensis;Myrcia palustris;Myrcia splendens;Myrsine coriacea;Myrsine gardneriana;Myrsine parvula;Myrsine umbellata;Nectandra lanceolata;Ocotea glaziovii;Ocotea indecora;Ocotea nectandrifolia;Ocotea odorifera;Ocotea porosa;Ocotea puberula;Ocotea silvestris;Pinus elliottii;Piptocarpha axillaris;Piptocarpha regnellii;Psychotria vellosiana;Roupala montana;Syagrus romanzoffiana;Vernonanthura discolor;Alchornea triplinervia;Cabralea canjerana;Chionanthus trichotomus;Cinnamodendron dinisii;Coussarea contracta;Dicksonia sellowiana;Drimys brasiliensis;Ilex paraguariensis;Lamanonia ternata;Meliosma sellowii;Myrcia pulchra;Myrcia retorta;Nectandra megapotamica;Ocotea corymbosa;Ocotea daphnifolia;Ocotea pulchella;Persea alba;Persea willdenovii;Piptocarpha angustifolia;Prunus myrtifolia;Symplocos glandulosomarginata;Symplocos tetrandra;Tibouchina sellowiana;Albizia edwallii;Allophylus edulis;Aniba firmula;Annona cacans;Annona neosalicifolia;Annona sylvatica;Calyptranthes grandifolia;Cordia ecalyculata;Eugenia multicostata;Eugenia ramboi;Ficus luschnathiana;Hovenia dulcis;Inga marginata;Lonchocarpus cultratus;Luehea divaricata;Machaerium stipitatum;Myrcia pubipetala;Myrocarpus frondosus;Ocotea catharinensis;Piptadenia paniculata;Pseudobombax grandiflorum;Ruprechtia laxiflora;Schefflera morototoni;Schinus terebinthifolius;Seguieria aculeata;Sessea regnellii;Solanum sanctaecatharinae;Sorocea bonplandii;Tabernaemontana catharinensis;Tetrorchidium rubrivenium;Zollernia ilicifolia;Aspidosperma australe;Casearia decandra;Chionanthus micranthus;Cinnamomum ;Cinnamomum hatschbachii;Coccoloba warmingii;Erythroxylum cuneifolium;Inga sessilis;Jacaranda puberula;Myrceugenia myrcioides;Myrcia brasiliensis;Myrcia guianensis;Nectandra puberula;Ocotea bicolor;Ocotea vaccinioides;Ormosia arborea;Pera glabrata;Pimenta pseudocaryophyllus;Piptocarpha organensis;Plinia pseudodichasiantha;Posoqueria latifolia;Pterocarpus rohrii;Schefflera angustissima;Sloanea hirsuta;Solanum bullatum;Styrax acuminatus;Symplocos tenuifolia;Zanthoxylum rhoifolium;Alseis floribunda;Casearia obliqua;Chionanthus filiformis;Chrysophyllum gonocarpum;Chrysophyllum inornatum;Chrysophyllum viride;Cinnamomum glaziovii;Citronella paniculata;Copaifera trapezifolia;Coutarea hexandra;Duguetia lanceolata;Eugenia beaurepairiana;Eugenia cereja;Eugenia handroana;Eugenia rostrifolia;Guapira opposita;Heisteria silvianii;Machaerium paraguariense;Maytenus gonoclada;Mollinedia triflora;Muellera campestris;Myrcia anacardiifolia;Myrcia glabra;Myrcia neotomentosa;Nectandra oppositifolia;Ocotea elegans;Pisonia ambigua;Plinia rivularis;Trema micrantha;Cordiera concolor;Daphnopsis fasciculata;Erythroxylum deciduum;Ficus cestrifolia;Ilex microdonta;Machaerium brasiliense;Myrcia aethusa;Myrcia excoriata;Nectandra grandiflora;Sapium glandulosum;Weinmannia paulliniifolia;Alchornea glandulosa;Alchornea sidifolia;Annona neosericea;Bathysa australis;Coussapoa microcarpa;Cyathea delgadii;Endlicheria paniculata;Ficus adhatodifolia;Guarea macrophylla;Hieronyma alchorneoides;Nectandra leucantha;Seguieria langsdorffii;Solanum pseudoquina;Aspidosperma tomentosum;Campomanesia guaviroba;Magnolia ovata;Matayba elaeagnoides;Miconia cabucu;Nectandra membranacea;Ocotea mandioccana;Xylosma pseudosalzmannii;Abarema langsdorffii;Boehmeria caudata;Buchenavia kleinii;Calyptranthes lucida;Chrysophyllum marginatum;Eugenia verticillata;Euterpe edulis;Phytolacca dioica;Vernonanthura divaricata;Vernonanthura puberula;Actinostemon concolor;Aiouea saligna;Brosimum lactescens;Eugenia bacopari;Faramea montevidensis;Hirtella hebeclada;Miconia budlejoides;Myrcia neoriedeliana;Myrcia tijucensis;Pausandra morisiana;Protium kleinii;Psychotria nuda;Rudgea jasminoides;Tapirira guianensis;Virola bicuhyba;Xylopia brasiliensis;Aegiphila integrifolia;Amaioua guianensis;Aspidosperma ramiflorum;Cecropia glaziovii;Eugenia brevistyla;Eugenia kleinii;Inga sellowiana;Inga vera;Jacaratia spinosa;Marlierea silvatica;Maytenus muelleri;Neomitranthes glomerata;Sloanea guianensis;Trichilia lepidota;Calyptranthes strigipes;Clusia criuva;Cordia silvestris;Dalbergia frutescens;Garcinia gardneriana;Miconia cinnamomifolia;Myrceugenia ovalifolia;Myrcia dichrophylla;Myrcia spectabilis;Myrsine lancifolia;Ocotea aciphylla;Ocotea lanata;Ocotea lancifolia;Ocotea pulchra;Podocarpus sellowii;Psidium longipetiolatum;Psidium myrtoides;Vantanea compacta;Clethra uleana;Esenbeckia grandiflora;Eugenia brasiliensis;Eugenia cerasiflora;Laplacea fructicosa;Ouratea parviflora;Blepharocalyx salicifolius;Calyptranthes pileata;Eugenia melanogyna;Miconia cubatanensis;Myrceugenia bracteosa;Myrceugenia seriatoramosa;Ouratea vaccinioides;Pouteria venosa;Siphoneugena reitzii;Tibouchina dusenii;Mollinedia schottiana;Myrcia undulata;Tocoyena sellowiana;Vitex megapotamica;Bauhinia forficata;Campomanesia reitziana;Eugenia excelsa;Eugenia neoverrucosa;Solanum rufescens;Podocarpus lambertii;Andira fraxinifolia;Aparisthmium cordatum;Brosimum glaziovii;Ficus gomelleira;Handroanthus umbellatus;Maclura tinctoria;Piptadenia gonoacantha;Platymiscium floribundum;Psychotria carthagenensis;Schizolobium parahyba;Casearia lasiophylla;Luetzelburgia guaissara;Mimosa scabrella;Mollinedia blumenaviana;Myrceugenia cucullata;Solanum reitzii;Eugenia umbellata;Myrciaria floribunda;Cariniana estrellensis;Cinnamomum triplinerve;Erythrina falcata;Inga edulis;Tibouchina pulchra;Vernonanthura montevidensis;Miconia valtheri;Cinnamomum pseudoglaziovii;Eugenia nutans;Myrcia heringii;Psychotria suterella;Symplocos nitidiflora;Weinmannia discolor;Allophylus petiolulatus;Hedyosmum brasiliense;Pourouma guianensis;Marlierea reitzii;Myrcia flagellaris;Psidium cattleianum;Pachystroma longifolium;Myrsine hermogenesii;Ocotea dispersa;Quiina glazovii;Trichilia casaretti;Tibouchina granulosa;Cyathea atrovirens;Styrax glabratus;Eugenia pruinosa;Manilkara subsericea;Attalea dubia;Colubrina glandulosa;Dahlstedtia muehlbergiana;Myrsine parvifolia;Zanthoxylum petiolare;Baccharis oreophila;Bougainvillea glabra;Cordia trichotoma;Hennecartia omphalandra;Urera baccifera;Symplocos estrellensis;Croton macrobothrys;Diospyros inconstans;Eugenia platysema;Sloanea garckeana;Cyathea gardneri;Myrceugenia miersiana;Solanum mauritianum;Cestrum intermedium;Holocalyx balansae;Myrcia hatschbachii;Trichilia clausseni;Diatenopteryx sorbifolia;Cupania oblongifolia;Calyptranthes tricona;Inga subnuda;Calophyllum brasiliense;Ilex pseudobuxus;Miconia ligustroides;Tibouchina trichopoda;Calyptranthes hatschbachii;Myrsine venosa;Symplocos corymboclados;Ilex taubertiana
685;0;137,5;15;0;0;0;0;22,5;20;0;0;5;12,5;15;0;102,5;0;0;0;20;0;0;2,5;2,5;0;0;0;0;2,5;0;5;0;0;0;5;0;0;0;12,5;0;0;12,5;0;0;12,5;0;15;2,5;0;7,5;2,5;5;0;0;5;20;0;2,5;2,5;0;0;0;0;0;0;0;0;2,5;15;10;0;0;0;2,5;0;5;0;0;2,5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;2,5;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;17,5;5;7,5;0;0;0;0;5;2,5;0;0;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;7,5;25;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;27,5;0;0;0;2,5;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;2,5;0;2,5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
686;0;97,5;0;0;0;0;5;15;7,5;0;2,5;17,5;0;27,5;0;40;0;0;2,5;0;2,5;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;10;0;0;2,5;0;0;0;12,5;57,5;0;10;0;0;0;2,5;0;0;2,5;0;0;0;22,5;0;0;0;0;2,5;22,5;0;0;0;0;0;40;0;0;0;5;0;0;0;0;0;5;0;12,5;10;5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;5;0;0;0;2,5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2,5;2,5;5;0;0;0;0;2,5;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;2,5;0;2,5;0;15;0;0;5;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
687;0;248,7179487;2,564102564;0;0;0;0;15,38461538;10,25641026;0;2,564102564;0;10,25641026;0;0;43,58974359;2,564102564;0;0;0;0;0;0;0;0;0;5,128205128;0;0;0;0;0;0;5,128205128;15,38461538;0;0;0;0;0;0;5,128205128;0;0;2,564102564;0;41,02564103;0;0;12,82051282;10,25641026;17,94871795;0;0;0;2,564102564;0;0;0;5,128205128;0;0;0;0;0;0;0;0;12,82051282;2,564102564;0;0;0;0;2,564102564;0;0;0;0;5,128205128;2,564102564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,564102564;0;0;0;0;2,564102564;7,692307692;0;0;0;0;0;0;0;0;0;0;0;2,564102564;0;0;0;0;0;0;0;0;0;0;0;0;2,564102564;0;0;0;5,128205128;0;0;0;0;10,25641026;0;5,128205128;0;0;0;0;0;0;5,128205128;0;0;0;0;0;0;0;0;28,20512821;0;0;0;5,128205128;0;0;0;0;0;0;0;0;0;0;0;0;0;2,564102564;15,38461538;0;0;2,564102564;0;0;0;0;0;2,564102564;0;0;10,25641026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,692307692;5,128205128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,692307692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,564102564;2,564102564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,564102564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
688;0;122,5;2,5;0;0;0;0;5;12,5;0;0;27,5;0;0;0;92,5;0;0;0;10;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;2,5;0;5;0;0;5;0;0;2,5;0;0;0;17,5;0;0;2,5;40;12,5;0;0;0;2,5;0;0;2,5;5;0;0;7,5;0;0;0;0;2,5;0;0;0;0;0;0;0;12,5;0;5;0;2,5;0;0;0;0;0;5;0;0;0;5;2,5;10;0;5;0;0;0;0;5;0;0;0;0;0;27,5;5;0;0;0;12,5;0;17,5;0;2,5;0;0;0;0;0;0;0;0;0;0;10;0;2,5;0;0;0;0;0;2,5;5;2,5;15;0;0;15;7,5;0;0;0;7,5;0;2,5;0;2,5;0;0;7,5;0;0;0;0;0;7,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;12,5;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
689;0;3,164556962;0;0;15,82278481;0;0;0;0;0;3,164556962;9,493670886;0;0;0;158,2278481;0;3,164556962;0;44,30379747;0;0;0;0;0;0;0;0;3,164556962;0;3,164556962;3,164556962;0;0;3,164556962;3,164556962;9,493670886;0;12,65822785;15,82278481;12,65822785;0;0;0;0;3,164556962;50,63291139;0;0;0;63,29113924;9,493670886;6,329113924;0;0;0;3,164556962;0;9,493670886;0;0;0;3,164556962;37,97468354;0;0;3,164556962;9,493670886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,82278481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,164556962;0;6,329113924;0;0;9,493670886;0;3,164556962;0;9,493670886;15,82278481;6,329113924;0;0;0;6,329113924;0;0;3,164556962;0;0;9,493670886;0;0;0;0;0;0;3,164556962;3,164556962;0;0;0;0;0;0;0;0;18,98734177;0;0;12,65822785;0;0;0;0;0;3,164556962;15,82278481;0;0;0;3,164556962;0;0;0;0;0;0;0;0;0;31,64556962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,164556962;0;0;0;0;22,15189873;0;0;3,164556962;0;0;0;0;12,65822785;0;0;0;0;0;0;0;31,64556962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,329113924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
690;0;15,58441558;0;0;0;0;0;5,194805195;20,77922078;0;0;0;2,597402597;0;0;23,37662338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,58441558;0;2,597402597;0;0;0;0;5,194805195;0;0;0;0;2,597402597;2,597402597;0;44,15584416;51,94805195;41,55844156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,597402597;0;0;2,597402597;0;0;0;0;0;10,38961039;0;0;0;0;0;7,792207792;0;0;0;12,98701299;0;0;23,37662338;0;2,597402597;0;0;0;0;0;0;0;0;0;0;7,792207792;0;2,597402597;0;0;0;0;0;0;0;0;0;0;2,597402597;0;0;0;0;0;0;0;0;0;0;0;0;0;7,792207792;2,597402597;0;0;0;0;0;0;0;7,792207792;0;0;0;2,597402597;0;0;0;0;0;2,597402597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,58441558;122,0779221;0;0;2,597402597;0;0;36,36363636;2,597402597;0;0;0;5,194805195;2,597402597;0;25,97402597;0;0;0;0;2,597402597;0;0;0;0;5,194805195;18,18181818;0;18,18181818;0;0;0;0;0;0;0;5,194805195;2,597402597;0;0;0;2,597402597;0;0;0;0;0;0;12,98701299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,597402597;0;0;5,194805195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,14285714;20,77922078;5,194805195;5,194805195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742;0;25;2,777777778;0;11,11111111;0;0;2,777777778;8,333333333;0;0;0;27,77777778;0;0;27,77777778;0;0;0;8,333333333;0;0;0;0;0;0;2,777777778;0;0;0;2,777777778;0;0;0;0;2,777777778;0;0;0;0;0;0;0;0;13,88888889;0;5,555555556;0;0;0;55,55555556;16,66666667;0;0;0;0;0;0;0;5,555555556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,333333333;0;0;0;5,555555556;0;0;0;0;0;0;0;0;0;0;0;19,44444444;0;2,777777778;0;0;0;2,777777778;5,555555556;0;0;0;0;0;8,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,777777778;5,555555556;0;0;0;0;0;0;0;0;0;5,555555556;8,333333333;0;2,777777778;0;2,777777778;0;2,777777778;0;0;5,555555556;0;0;0;0;0;2,777777778;0;0;8,333333333;2,777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61,11111111;0;11,11111111;0;0;2,777777778;0;0;0;0;0;0;5,555555556;0;0;0;0;0;0;0;2,777777778;0;0;5,555555556;8,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,555555556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,777777778;0;2,777777778;0;0;0;0;0;0;0;0;0;0;2,777777778;0;0;0;0;0;2,777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,555555556;2,777777778;2,777777778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743;0;0;0;0;0;0;2,702702703;0;18,91891892;0;0;0;18,91891892;10,81081081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,72972973;0;0;0;0;0;0;5,405405405;0;0;10,81081081;0;0;0;0;0;0;0;0;0;0;21,62162162;0;0;0;0;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;5,405405405;0;0;2,702702703;0;5,405405405;0;0;10,81081081;0;0;0;0;0;5,405405405;0;0;0;0;5,405405405;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;5,405405405;8,108108108;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;37,83783784;0;0;0;0;8,108108108;2,702702703;0;10,81081081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;5,405405405;0;0;0;0;0;29,72972973;0;0;0;10,81081081;0;0;0;0;0;21,62162162;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,405405405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;10,81081081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,702702703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,21621622;0;0;0;0;0;0;0;0;0;16,21621622;8,108108108;2,702702703;16,21621622;0;0;0;0;0;0;0;0;0;0;0;0
747;0;0;0;0;0;0;2,5;17,5;5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;2,5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;10;27,5;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;7,5;0;0;5;0;0;0;5;2,5;0;7,5;0;7,5;0;0;0;0;0;0;0;0;0;2,5;5;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;2,5;0;2,5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;0;5;5;0;0;0;0;0;65;5;0;2,5;0;0;10;0;2,5;50;0;0;0;0;0;0;0;2,5;122,5;5;0;0;0;0;0;0;0;7,5;0;0;2,5;0;0;0;0;0;52,5;0;0;0;2,5;2,5;0;0;0;0;0;0;0;2,5;0;2,5;0;0;0;0;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0
750;0;5;0;0;2,5;0;0;7,5;2,5;0;0;0;20;0;2,5;0;0;0;0;2,5;5;0;0;2,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;5;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;10;0;10;0;5;0;0;0;0;0;0;0;0;0;2,5;12,5;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;2,5;2,5;0;0;0;2,5;2,5;0;15;2,5;0;0;2,5;12,5;10;2,5;0;0;0;0;0;0;0;0;0;0;2,5;0;7,5;0;12,5;0;12,5;37,5;2,5;22,5;0;10;0;37,5;0;0;0;0;2,5;2,5;0;0;7,5;0;0;0;0;2,5;2,5;0;0;32,5;0;0;5;0;2,5;0;0;0;7,5;5;2,5;0;2,5;7,5;0;0;15;20;0;0;0;0;10;0;0;0;0;0;7,5;0;10;7,5;0;5;0;0;0;10;0;0;0;2,5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;10;12,5;0;0;0;0;5;2,5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;2,5;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;0;15;0;0;5;0;0;10;2,5;0;0;5;10;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;2,5;0;0;0;2,5;0;5;0;17,5;5;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;7,5;0;0;0;0;0;0;0;0;5;0;0;2,5;5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;2,5;5;0;0;2,5;0;0;5;0;0;0;0;2,5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;7,5;27,5;2,5;5;0;0;0;17,5;0;0;0;0;0;10;0;2,5;5;0;0;0;0;2,5;12,5;0;0;75;0;0;0;2,5;0;2,5;0;2,5;7,5;5;7,5;2,5;5;0;5;2,5;15;37,5;0;0;2,5;0;2,5;2,5;0;0;0;0;5;0;7,5;32,5;5;10;0;0;0;5;5;0;0;2,5;0;15;0;0;0;0;0;0;2,5;0;5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;20;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;5;5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0
795;0;0;0;0;0;0;0;7,5;5;0;0;47,5;0;2,5;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;2,5;0;7,5;2,5;2,5;5;7,5;2,5;0;0;10;2,5;0;0;0;0;0;0;0;0;0;0;0;0;17,5;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;15;2,5;7,5;0;25;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;5;7,5;0;0;10;7,5;17,5;7,5;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;2,5;0;0;0;12,5;2,5;0;0;2,5;0;0;0;0;0;2,5;0;0;20;0;15;0;0;0;0;2,5;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;17,5;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
